 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                he4           c12           o16           ne20          mg24          si28          s32           ar36 
   9073  6.926087885109E-05  2.553326E-04  4.476869E-06  9.514571E-05  2.727151E-06  4.716115E-04  1.828810E-01  1.607392E-01  7.116646E-02
   9074  6.926826801531E-05  2.553366E-04  4.476676E-06  9.513697E-05  2.726914E-06  4.715716E-04  1.828691E-01  1.607315E-01  7.116417E-02
   9075  6.927339176219E-05  2.553394E-04  4.476543E-06  9.513091E-05  2.726749E-06  4.715440E-04  1.828608E-01  1.607261E-01  7.116259E-02
   9076  6.927736693314E-05  2.553416E-04  4.476439E-06  9.512621E-05  2.726622E-06  4.715226E-04  1.828544E-01  1.607220E-01  7.116136E-02
   9077  6.928059521169E-05  2.553434E-04  4.476355E-06  9.512240E-05  2.726519E-06  4.715052E-04  1.828492E-01  1.607186E-01  7.116036E-02
   9078  6.929219023738E-05  2.553497E-04  4.476053E-06  9.510869E-05  2.726147E-06  4.714427E-04  1.828306E-01  1.607065E-01  7.115678E-02
   9079  6.929958149814E-05  2.553538E-04  4.475861E-06  9.509996E-05  2.725910E-06  4.714029E-04  1.828187E-01  1.606988E-01  7.115450E-02
   9080  6.930470676088E-05  2.553566E-04  4.475728E-06  9.509390E-05  2.725746E-06  4.713753E-04  1.828104E-01  1.606935E-01  7.115291E-02
   9081  6.930868279054E-05  2.553588E-04  4.475624E-06  9.508920E-05  2.725619E-06  4.713539E-04  1.828040E-01  1.606893E-01  7.115169E-02
   9082  6.931191196293E-05  2.553605E-04  4.475540E-06  9.508539E-05  2.725515E-06  4.713365E-04  1.827988E-01  1.606860E-01  7.115069E-02
   9083  6.932351006344E-05  2.553669E-04  4.475238E-06  9.507169E-05  2.725144E-06  4.712740E-04  1.827802E-01  1.606739E-01  7.114710E-02
   9084  6.933090342276E-05  2.553709E-04  4.475046E-06  9.506296E-05  2.724907E-06  4.712342E-04  1.827683E-01  1.606662E-01  7.114482E-02
   9085  6.933603020214E-05  2.553737E-04  4.474912E-06  9.505690E-05  2.724743E-06  4.712066E-04  1.827600E-01  1.606608E-01  7.114324E-02
   9086  6.934000708563E-05  2.553759E-04  4.474809E-06  9.505221E-05  2.724616E-06  4.711852E-04  1.827536E-01  1.606567E-01  7.114201E-02
   9087  6.934323714998E-05  2.553777E-04  4.474725E-06  9.504839E-05  2.724512E-06  4.711678E-04  1.827484E-01  1.606533E-01  7.114101E-02
   9088  6.935483832203E-05  2.553840E-04  4.474423E-06  9.503470E-05  2.724141E-06  4.711054E-04  1.827298E-01  1.606412E-01  7.113743E-02
   9089  6.936223378012E-05  2.553880E-04  4.474231E-06  9.502597E-05  2.723904E-06  4.710656E-04  1.827179E-01  1.606335E-01  7.113514E-02
   9090  6.936736207883E-05  2.553909E-04  4.474098E-06  9.501992E-05  2.723740E-06  4.710380E-04  1.827097E-01  1.606282E-01  7.113356E-02
   9091  6.937133982145E-05  2.553930E-04  4.473994E-06  9.501523E-05  2.723613E-06  4.710166E-04  1.827033E-01  1.606241E-01  7.113233E-02
   9092  6.937457078156E-05  2.553948E-04  4.473910E-06  9.501142E-05  2.723510E-06  4.709993E-04  1.826981E-01  1.606207E-01  7.113133E-02
   9093  6.938617503918E-05  2.554011E-04  4.473608E-06  9.499773E-05  2.723138E-06  4.709369E-04  1.826794E-01  1.606086E-01  7.112775E-02
   9094  6.939357260274E-05  2.554052E-04  4.473416E-06  9.498900E-05  2.722902E-06  4.708971E-04  1.826675E-01  1.606009E-01  7.112547E-02
   9095  6.939870242205E-05  2.554080E-04  4.473283E-06  9.498295E-05  2.722738E-06  4.708695E-04  1.826593E-01  1.605956E-01  7.112388E-02
   9096  6.940268102627E-05  2.554102E-04  4.473179E-06  9.497826E-05  2.722611E-06  4.708481E-04  1.826529E-01  1.605914E-01  7.112265E-02
   9097  6.940591288347E-05  2.554119E-04  4.473095E-06  9.497445E-05  2.722507E-06  4.708308E-04  1.826477E-01  1.605881E-01  7.112166E-02
   9098  6.941752022638E-05  2.554183E-04  4.472794E-06  9.496077E-05  2.722136E-06  4.707684E-04  1.826291E-01  1.605760E-01  7.111807E-02
   9099  6.942491989756E-05  2.554223E-04  4.472601E-06  9.495205E-05  2.721900E-06  4.707286E-04  1.826172E-01  1.605683E-01  7.111579E-02
   9100  6.943005124239E-05  2.554251E-04  4.472468E-06  9.494600E-05  2.721736E-06  4.707011E-04  1.826090E-01  1.605629E-01  7.111420E-02
   9101  6.943403070309E-05  2.554273E-04  4.472365E-06  9.494131E-05  2.721609E-06  4.706797E-04  1.826026E-01  1.605588E-01  7.111298E-02
   9102  6.943726345476E-05  2.554291E-04  4.472281E-06  9.493751E-05  2.721506E-06  4.706623E-04  1.825974E-01  1.605554E-01  7.111198E-02
   9103  6.944887387904E-05  2.554354E-04  4.471979E-06  9.492383E-05  2.721135E-06  4.706000E-04  1.825787E-01  1.605434E-01  7.110840E-02
   9104  6.945627565530E-05  2.554394E-04  4.471787E-06  9.491511E-05  2.720899E-06  4.705603E-04  1.825669E-01  1.605357E-01  7.110611E-02
   9105  6.946140852315E-05  2.554423E-04  4.471654E-06  9.490907E-05  2.720735E-06  4.705327E-04  1.825586E-01  1.605303E-01  7.110453E-02
   9106  6.946538884773E-05  2.554444E-04  4.471550E-06  9.490438E-05  2.720608E-06  4.705113E-04  1.825522E-01  1.605262E-01  7.110330E-02
   9107  6.946862249962E-05  2.554462E-04  4.471466E-06  9.490057E-05  2.720504E-06  4.704940E-04  1.825471E-01  1.605228E-01  7.110230E-02
   9108  6.948023601988E-05  2.554525E-04  4.471165E-06  9.488690E-05  2.720134E-06  4.704317E-04  1.825284E-01  1.605107E-01  7.109872E-02
   9109  6.948763990968E-05  2.554566E-04  4.470972E-06  9.487819E-05  2.719897E-06  4.703919E-04  1.825165E-01  1.605031E-01  7.109643E-02
   9110  6.949277430584E-05  2.554594E-04  4.470839E-06  9.487215E-05  2.719734E-06  4.703644E-04  1.825083E-01  1.604977E-01  7.109485E-02
   9111  6.949675549611E-05  2.554616E-04  4.470736E-06  9.486746E-05  2.719607E-06  4.703431E-04  1.825019E-01  1.604936E-01  7.109362E-02
   9112  6.949999005072E-05  2.554633E-04  4.470652E-06  9.486366E-05  2.719503E-06  4.703257E-04  1.824967E-01  1.604902E-01  7.109262E-02
   9113  6.951160667627E-05  2.554697E-04  4.470350E-06  9.484999E-05  2.719133E-06  4.702634E-04  1.824781E-01  1.604781E-01  7.108904E-02
   9114  6.951901268475E-05  2.554737E-04  4.470158E-06  9.484128E-05  2.718897E-06  4.702237E-04  1.824662E-01  1.604704E-01  7.108676E-02
   9115  6.952414861224E-05  2.554765E-04  4.470025E-06  9.483524E-05  2.718733E-06  4.701962E-04  1.824580E-01  1.604651E-01  7.108517E-02
   9116  6.952813066533E-05  2.554787E-04  4.469922E-06  9.483056E-05  2.718606E-06  4.701748E-04  1.824516E-01  1.604610E-01  7.108395E-02
   9117  6.953136611919E-05  2.554804E-04  4.469838E-06  9.482676E-05  2.718503E-06  4.701575E-04  1.824464E-01  1.604576E-01  7.108295E-02
   9118  6.954298584588E-05  2.554868E-04  4.469536E-06  9.481310E-05  2.718133E-06  4.700952E-04  1.824278E-01  1.604455E-01  7.107936E-02
   9119  6.955039397288E-05  2.554908E-04  4.469344E-06  9.480439E-05  2.717896E-06  4.700555E-04  1.824160E-01  1.604378E-01  7.107708E-02
   9120  6.955553143197E-05  2.554936E-04  4.469211E-06  9.479836E-05  2.717733E-06  4.700280E-04  1.824077E-01  1.604325E-01  7.107550E-02
   9121  6.955951435031E-05  2.554958E-04  4.469107E-06  9.479368E-05  2.717606E-06  4.700067E-04  1.824013E-01  1.604284E-01  7.107427E-02
   9122  6.956275070634E-05  2.554976E-04  4.469023E-06  9.478987E-05  2.717503E-06  4.699893E-04  1.823962E-01  1.604250E-01  7.107327E-02
   9123  6.957437353403E-05  2.555039E-04  4.468722E-06  9.477622E-05  2.717133E-06  4.699271E-04  1.823776E-01  1.604129E-01  7.106969E-02
   9124  6.958178378003E-05  2.555080E-04  4.468530E-06  9.476752E-05  2.716897E-06  4.698874E-04  1.823657E-01  1.604052E-01  7.106740E-02
   9125  6.958692277347E-05  2.555108E-04  4.468397E-06  9.476148E-05  2.716733E-06  4.698599E-04  1.823575E-01  1.603999E-01  7.106582E-02
   9126  6.959090655995E-05  2.555129E-04  4.468293E-06  9.475680E-05  2.716606E-06  4.698386E-04  1.823511E-01  1.603958E-01  7.106459E-02
   9127  6.959414382067E-05  2.555147E-04  4.468209E-06  9.475300E-05  2.716503E-06  4.698213E-04  1.823459E-01  1.603924E-01  7.106359E-02
   9128  6.960576976342E-05  2.555210E-04  4.467908E-06  9.473936E-05  2.716133E-06  4.697591E-04  1.823273E-01  1.603804E-01  7.106001E-02
   9129  6.961318213548E-05  2.555251E-04  4.467716E-06  9.473066E-05  2.715897E-06  4.697194E-04  1.823154E-01  1.603727E-01  7.105773E-02
   9130  6.961832266538E-05  2.555279E-04  4.467583E-06  9.472462E-05  2.715734E-06  4.696919E-04  1.823072E-01  1.603673E-01  7.105614E-02
   9131  6.962230732079E-05  2.555301E-04  4.467480E-06  9.471995E-05  2.715607E-06  4.696706E-04  1.823008E-01  1.603632E-01  7.105491E-02
   9132  6.962554548822E-05  2.555318E-04  4.467396E-06  9.471615E-05  2.715504E-06  4.696533E-04  1.822957E-01  1.603598E-01  7.105392E-02
   9133  6.963717455514E-05  2.555382E-04  4.467094E-06  9.470251E-05  2.715134E-06  4.695911E-04  1.822770E-01  1.603478E-01  7.105033E-02
   9134  6.964458905926E-05  2.555422E-04  4.466902E-06  9.469381E-05  2.714898E-06  4.695514E-04  1.822652E-01  1.603401E-01  7.104805E-02
   9135  6.964973113031E-05  2.555450E-04  4.466769E-06  9.468778E-05  2.714735E-06  4.695239E-04  1.822570E-01  1.603347E-01  7.104647E-02
   9136  6.965371665826E-05  2.555472E-04  4.466666E-06  9.468311E-05  2.714608E-06  4.695026E-04  1.822506E-01  1.603306E-01  7.104524E-02
   9137  6.965695573501E-05  2.555489E-04  4.466582E-06  9.467931E-05  2.714505E-06  4.694853E-04  1.822454E-01  1.603273E-01  7.104424E-02
   9138  6.966858793273E-05  2.555553E-04  4.466281E-06  9.466568E-05  2.714135E-06  4.694232E-04  1.822268E-01  1.603152E-01  7.104066E-02
   9139  6.967600457287E-05  2.555593E-04  4.466089E-06  9.465698E-05  2.713899E-06  4.693835E-04  1.822150E-01  1.603075E-01  7.103837E-02
   9140  6.968114818759E-05  2.555621E-04  4.465955E-06  9.465096E-05  2.713736E-06  4.693561E-04  1.822067E-01  1.603022E-01  7.103679E-02
   9141  6.968513458966E-05  2.555643E-04  4.465852E-06  9.464629E-05  2.713609E-06  4.693348E-04  1.822004E-01  1.602980E-01  7.103556E-02
   9142  6.968837457625E-05  2.555661E-04  4.465768E-06  9.464249E-05  2.713506E-06  4.693175E-04  1.821952E-01  1.602947E-01  7.103456E-02
   9143  6.970000990759E-05  2.555724E-04  4.465467E-06  9.462886E-05  2.713137E-06  4.692553E-04  1.821766E-01  1.602826E-01  7.103098E-02
   9144  6.970742868675E-05  2.555764E-04  4.465275E-06  9.462017E-05  2.712901E-06  4.692157E-04  1.821648E-01  1.602749E-01  7.102870E-02
   9145  6.971257384851E-05  2.555792E-04  4.465142E-06  9.461415E-05  2.712738E-06  4.691882E-04  1.821565E-01  1.602696E-01  7.102711E-02
   9146  6.971656112463E-05  2.555814E-04  4.465039E-06  9.460948E-05  2.712611E-06  4.691670E-04  1.821502E-01  1.602655E-01  7.102588E-02
   9147  6.971980202383E-05  2.555832E-04  4.464955E-06  9.460568E-05  2.712508E-06  4.691497E-04  1.821450E-01  1.602621E-01  7.102489E-02
   9148  6.973144049409E-05  2.555895E-04  4.464654E-06  9.459206E-05  2.712139E-06  4.690876E-04  1.821264E-01  1.602500E-01  7.102130E-02
   9149  6.973886141470E-05  2.555935E-04  4.464462E-06  9.458337E-05  2.711903E-06  4.690480E-04  1.821146E-01  1.602424E-01  7.101902E-02
   9150  6.974400812451E-05  2.555963E-04  4.464328E-06  9.457735E-05  2.711740E-06  4.690205E-04  1.821063E-01  1.602370E-01  7.101744E-02
   9151  6.974799627785E-05  2.555985E-04  4.464225E-06  9.457268E-05  2.711613E-06  4.689992E-04  1.821000E-01  1.602329E-01  7.101621E-02
   9152  6.975123808982E-05  2.556003E-04  4.464141E-06  9.456889E-05  2.711511E-06  4.689819E-04  1.820948E-01  1.602295E-01  7.101521E-02
   9153  6.976287969944E-05  2.556066E-04  4.463840E-06  9.455527E-05  2.711141E-06  4.689199E-04  1.820762E-01  1.602175E-01  7.101163E-02
   9154  6.977030276267E-05  2.556107E-04  4.463648E-06  9.454659E-05  2.710906E-06  4.688803E-04  1.820644E-01  1.602098E-01  7.100934E-02
   9155  6.977545102170E-05  2.556135E-04  4.463515E-06  9.454057E-05  2.710743E-06  4.688528E-04  1.820562E-01  1.602045E-01  7.100776E-02
   9156  6.977944005109E-05  2.556156E-04  4.463412E-06  9.453591E-05  2.710616E-06  4.688316E-04  1.820498E-01  1.602003E-01  7.100653E-02
   9157  6.978268277639E-05  2.556174E-04  4.463328E-06  9.453211E-05  2.710513E-06  4.688143E-04  1.820446E-01  1.601970E-01  7.100553E-02
   9158  6.979432753125E-05  2.556237E-04  4.463027E-06  9.451850E-05  2.710144E-06  4.687522E-04  1.820260E-01  1.601849E-01  7.100195E-02
   9159  6.980175274044E-05  2.556278E-04  4.462835E-06  9.450982E-05  2.709909E-06  4.687127E-04  1.820142E-01  1.601772E-01  7.099967E-02
   9160  6.980690255119E-05  2.556306E-04  4.462702E-06  9.450380E-05  2.709746E-06  4.686852E-04  1.820060E-01  1.601719E-01  7.099808E-02
   9161  6.981089246079E-05  2.556327E-04  4.462599E-06  9.449914E-05  2.709619E-06  4.686640E-04  1.819996E-01  1.601678E-01  7.099685E-02
   9162  6.981413610302E-05  2.556345E-04  4.462515E-06  9.449535E-05  2.709516E-06  4.686467E-04  1.819945E-01  1.601644E-01  7.099586E-02
   9163  6.982578401845E-05  2.556408E-04  4.462214E-06  9.448175E-05  2.709147E-06  4.685847E-04  1.819759E-01  1.601524E-01  7.099227E-02
   9164  6.983321138295E-05  2.556449E-04  4.462022E-06  9.447307E-05  2.708912E-06  4.685451E-04  1.819641E-01  1.601447E-01  7.098999E-02
   9165  6.983836275065E-05  2.556477E-04  4.461889E-06  9.446706E-05  2.708749E-06  4.685177E-04  1.819558E-01  1.601394E-01  7.098841E-02
   9166  6.984235353926E-05  2.556499E-04  4.461786E-06  9.446240E-05  2.708623E-06  4.684964E-04  1.819495E-01  1.601352E-01  7.098718E-02
   9167  6.984559809655E-05  2.556516E-04  4.461702E-06  9.445861E-05  2.708520E-06  4.684792E-04  1.819443E-01  1.601319E-01  7.098618E-02
   9168  6.985724915856E-05  2.556580E-04  4.461401E-06  9.444501E-05  2.708151E-06  4.684172E-04  1.819258E-01  1.601198E-01  7.098260E-02
   9169  6.986467867275E-05  2.556620E-04  4.461209E-06  9.443633E-05  2.707916E-06  4.683776E-04  1.819139E-01  1.601121E-01  7.098031E-02
   9170  6.986983159480E-05  2.556648E-04  4.461076E-06  9.443032E-05  2.707753E-06  4.683502E-04  1.819057E-01  1.601068E-01  7.097873E-02
   9171  6.987382326543E-05  2.556670E-04  4.460973E-06  9.442566E-05  2.707627E-06  4.683290E-04  1.818994E-01  1.601027E-01  7.097750E-02
   9172  6.987706874276E-05  2.556687E-04  4.460889E-06  9.442188E-05  2.707524E-06  4.683117E-04  1.818942E-01  1.600993E-01  7.097650E-02
   9173  6.988872297343E-05  2.556751E-04  4.460588E-06  9.440828E-05  2.707155E-06  4.682497E-04  1.818756E-01  1.600873E-01  7.097292E-02
   9174  6.989615464854E-05  2.556791E-04  4.460396E-06  9.439961E-05  2.706920E-06  4.682102E-04  1.818638E-01  1.600796E-01  7.097064E-02
   9175  6.990130913311E-05  2.556819E-04  4.460263E-06  9.439360E-05  2.706757E-06  4.681828E-04  1.818556E-01  1.600743E-01  7.096905E-02
   9176  6.990530168896E-05  2.556841E-04  4.460160E-06  9.438895E-05  2.706631E-06  4.681616E-04  1.818492E-01  1.600702E-01  7.096783E-02
   9177  6.990854808702E-05  2.556858E-04  4.460076E-06  9.438516E-05  2.706528E-06  4.681443E-04  1.818441E-01  1.600668E-01  7.096683E-02
   9178  6.992020548670E-05  2.556922E-04  4.459776E-06  9.437157E-05  2.706160E-06  4.680824E-04  1.818255E-01  1.600548E-01  7.096324E-02
   9179  6.992763932340E-05  2.556962E-04  4.459584E-06  9.436291E-05  2.705925E-06  4.680429E-04  1.818137E-01  1.600471E-01  7.096096E-02
   9180  6.993279537160E-05  2.556990E-04  4.459451E-06  9.435690E-05  2.705762E-06  4.680155E-04  1.818055E-01  1.600417E-01  7.095938E-02
   9181  6.993678880978E-05  2.557012E-04  4.459348E-06  9.435225E-05  2.705636E-06  4.679943E-04  1.817991E-01  1.600376E-01  7.095815E-02
   9182  6.994003612734E-05  2.557029E-04  4.459264E-06  9.434846E-05  2.705533E-06  4.679770E-04  1.817940E-01  1.600343E-01  7.095715E-02
   9183  6.995169669494E-05  2.557093E-04  4.458963E-06  9.433488E-05  2.705165E-06  4.679151E-04  1.817754E-01  1.600222E-01  7.095357E-02
   9184  6.995913269437E-05  2.557133E-04  4.458771E-06  9.432622E-05  2.704930E-06  4.678756E-04  1.817636E-01  1.600145E-01  7.095128E-02
   9185  6.996429030375E-05  2.557161E-04  4.458638E-06  9.432021E-05  2.704767E-06  4.678482E-04  1.817554E-01  1.600092E-01  7.094970E-02
   9186  6.996828462722E-05  2.557183E-04  4.458535E-06  9.431556E-05  2.704641E-06  4.678270E-04  1.817490E-01  1.600051E-01  7.094847E-02
   9187  6.997153286859E-05  2.557200E-04  4.458451E-06  9.431178E-05  2.704538E-06  4.678098E-04  1.817439E-01  1.600017E-01  7.094747E-02
   9188  6.998319661292E-05  2.557264E-04  4.458151E-06  9.429820E-05  2.704170E-06  4.677479E-04  1.817253E-01  1.599897E-01  7.094389E-02
   9189  6.999063477984E-05  2.557304E-04  4.457959E-06  9.428954E-05  2.703935E-06  4.677084E-04  1.817135E-01  1.599820E-01  7.094161E-02
   9190  6.999579395710E-05  2.557332E-04  4.457826E-06  9.428354E-05  2.703772E-06  4.676811E-04  1.817053E-01  1.599767E-01  7.094002E-02
   9191  6.999978916956E-05  2.557354E-04  4.457723E-06  9.427889E-05  2.703646E-06  4.676599E-04  1.816990E-01  1.599726E-01  7.093880E-02
   9192  7.000303833600E-05  2.557371E-04  4.457639E-06  9.427511E-05  2.703544E-06  4.676426E-04  1.816938E-01  1.599692E-01  7.093780E-02
   9193  7.001470526614E-05  2.557435E-04  4.457338E-06  9.426154E-05  2.703176E-06  4.675807E-04  1.816753E-01  1.599572E-01  7.093422E-02
   9194  7.002214560551E-05  2.557475E-04  4.457146E-06  9.425288E-05  2.702941E-06  4.675413E-04  1.816635E-01  1.599495E-01  7.093193E-02
   9195  7.002730635276E-05  2.557503E-04  4.457013E-06  9.424688E-05  2.702778E-06  4.675139E-04  1.816553E-01  1.599442E-01  7.093035E-02
   9196  7.003130245387E-05  2.557525E-04  4.456910E-06  9.424223E-05  2.702652E-06  4.674927E-04  1.816489E-01  1.599401E-01  7.092912E-02
   9197  7.003455254530E-05  2.557542E-04  4.456827E-06  9.423845E-05  2.702550E-06  4.674755E-04  1.816437E-01  1.599367E-01  7.092812E-02
   9198  7.004622266325E-05  2.557606E-04  4.456526E-06  9.422489E-05  2.702182E-06  4.674137E-04  1.816252E-01  1.599247E-01  7.092454E-02
   9199  7.005366517835E-05  2.557646E-04  4.456334E-06  9.421624E-05  2.701947E-06  4.673742E-04  1.816134E-01  1.599170E-01  7.092225E-02
   9200  7.005882749640E-05  2.557674E-04  4.456201E-06  9.421024E-05  2.701784E-06  4.673469E-04  1.816052E-01  1.599117E-01  7.092067E-02
   9201  7.006282448821E-05  2.557696E-04  4.456098E-06  9.420559E-05  2.701658E-06  4.673257E-04  1.815989E-01  1.599075E-01  7.091944E-02
   9202  7.006607550734E-05  2.557713E-04  4.456015E-06  9.420182E-05  2.701556E-06  4.673085E-04  1.815937E-01  1.599042E-01  7.091845E-02
   9203  7.007774881694E-05  2.557777E-04  4.455714E-06  9.418825E-05  2.701188E-06  4.672467E-04  1.815752E-01  1.598922E-01  7.091486E-02
   9204  7.008519350895E-05  2.557817E-04  4.455522E-06  9.417961E-05  2.700954E-06  4.672072E-04  1.815634E-01  1.598845E-01  7.091258E-02
   9205  7.009035740056E-05  2.557845E-04  4.455389E-06  9.417361E-05  2.700791E-06  4.671799E-04  1.815552E-01  1.598792E-01  7.091099E-02
   9206  7.009435528753E-05  2.557867E-04  4.455286E-06  9.416897E-05  2.700665E-06  4.671587E-04  1.815488E-01  1.598750E-01  7.090977E-02
   9207  7.009760723914E-05  2.557884E-04  4.455203E-06  9.416519E-05  2.700563E-06  4.671415E-04  1.815437E-01  1.598717E-01  7.090877E-02
   9208  7.010928374612E-05  2.557948E-04  4.454902E-06  9.415164E-05  2.700195E-06  4.670797E-04  1.815252E-01  1.598597E-01  7.090519E-02
   9209  7.011673062014E-05  2.557988E-04  4.454710E-06  9.414299E-05  2.699961E-06  4.670403E-04  1.815133E-01  1.598520E-01  7.090290E-02
   9210  7.012189609052E-05  2.558016E-04  4.454577E-06  9.413700E-05  2.699798E-06  4.670130E-04  1.815052E-01  1.598467E-01  7.090132E-02
   9211  7.012589487407E-05  2.558038E-04  4.454474E-06  9.413236E-05  2.699672E-06  4.669918E-04  1.814988E-01  1.598425E-01  7.090009E-02
   9212  7.012914775731E-05  2.558055E-04  4.454391E-06  9.412858E-05  2.699570E-06  4.669746E-04  1.814937E-01  1.598392E-01  7.089909E-02
   9213  7.014082747869E-05  2.558119E-04  4.454090E-06  9.411503E-05  2.699202E-06  4.669128E-04  1.814751E-01  1.598272E-01  7.089551E-02
   9214  7.014827654332E-05  2.558159E-04  4.453898E-06  9.410639E-05  2.698968E-06  4.668735E-04  1.814633E-01  1.598195E-01  7.089323E-02
   9215  7.015344359524E-05  2.558187E-04  4.453766E-06  9.410040E-05  2.698806E-06  4.668461E-04  1.814552E-01  1.598142E-01  7.089164E-02
   9216  7.015744327445E-05  2.558209E-04  4.453663E-06  9.409576E-05  2.698680E-06  4.668250E-04  1.814488E-01  1.598100E-01  7.089041E-02
