 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                he4           c12           o16           ne20          mg24          si28          s32           ar36 
   1140  7.486493399154E-06  1.814923E-04  7.835678E-06  3.612680E-04  1.002315E-05  1.760199E-03  4.535489E-01  2.764652E-01  8.699737E-02
   1141  7.503296685583E-06  1.815610E-04  7.833047E-06  3.609383E-04  1.001373E-05  1.758461E-03  4.532944E-01  2.764197E-01  8.701600E-02
   1142  7.514929168442E-06  1.816084E-04  7.831227E-06  3.607105E-04  1.000723E-05  1.757261E-03  4.531186E-01  2.763882E-01  8.702884E-02
   1143  7.520810064599E-06  1.816324E-04  7.830309E-06  3.605956E-04  1.000394E-05  1.756655E-03  4.530298E-01  2.763722E-01  8.703531E-02
   1144  7.536532898027E-06  1.816964E-04  7.827855E-06  3.602887E-04  9.995178E-06  1.755038E-03  4.527926E-01  2.763296E-01  8.705255E-02
   1145  7.547336088126E-06  1.817403E-04  7.826172E-06  3.600782E-04  9.989168E-06  1.753929E-03  4.526299E-01  2.763002E-01  8.706434E-02
   1146  7.552875917087E-06  1.817627E-04  7.825309E-06  3.599705E-04  9.986091E-06  1.753361E-03  4.525466E-01  2.762852E-01  8.707037E-02
   1147  7.567446268660E-06  1.818218E-04  7.823043E-06  3.596874E-04  9.978010E-06  1.751871E-03  4.523276E-01  2.762455E-01  8.708618E-02
   1148  7.577442792108E-06  1.818623E-04  7.821490E-06  3.594936E-04  9.972476E-06  1.750850E-03  4.521776E-01  2.762183E-01  8.709699E-02
   1149  7.582662891895E-06  1.818834E-04  7.820680E-06  3.593925E-04  9.969590E-06  1.750318E-03  4.520993E-01  2.762041E-01  8.710262E-02
   1150  7.596318259937E-06  1.819385E-04  7.818562E-06  3.591284E-04  9.962052E-06  1.748927E-03  4.518948E-01  2.761669E-01  8.711729E-02
   1151  7.605721992755E-06  1.819764E-04  7.817106E-06  3.589468E-04  9.956870E-06  1.747972E-03  4.517541E-01  2.761412E-01  8.712736E-02
   1152  7.612875898615E-06  1.820052E-04  7.815999E-06  3.588089E-04  9.952934E-06  1.747246E-03  4.516471E-01  2.761217E-01  8.713500E-02
   1153  7.630792165076E-06  1.820772E-04  7.813230E-06  3.584641E-04  9.943094E-06  1.745431E-03  4.513797E-01  2.760728E-01  8.715405E-02
   1154  7.643409738179E-06  1.821279E-04  7.811284E-06  3.582218E-04  9.936181E-06  1.744156E-03  4.511917E-01  2.760383E-01  8.716740E-02
   1155  7.649623535164E-06  1.821528E-04  7.810326E-06  3.581027E-04  9.932782E-06  1.743530E-03  4.510993E-01  2.760213E-01  8.717396E-02
   1156  7.666039204284E-06  1.822185E-04  7.807799E-06  3.577884E-04  9.923818E-06  1.741877E-03  4.508552E-01  2.759763E-01  8.719121E-02
   1157  7.677385394842E-06  1.822638E-04  7.806054E-06  3.575717E-04  9.917635E-06  1.740737E-03  4.506868E-01  2.759452E-01  8.720308E-02
   1158  7.683154953983E-06  1.822868E-04  7.805168E-06  3.574616E-04  9.914496E-06  1.740158E-03  4.506013E-01  2.759294E-01  8.720910E-02
   1159  7.698507149500E-06  1.823480E-04  7.802812E-06  3.571692E-04  9.906156E-06  1.738621E-03  4.503739E-01  2.758872E-01  8.722506E-02
   1160  7.709059858696E-06  1.823900E-04  7.801196E-06  3.569686E-04  9.900435E-06  1.737566E-03  4.502178E-01  2.758582E-01  8.723598E-02
   1161  7.714505625779E-06  1.824116E-04  7.800362E-06  3.568652E-04  9.897486E-06  1.737023E-03  4.501374E-01  2.758432E-01  8.724160E-02
   1162  7.728817364543E-06  1.824685E-04  7.798173E-06  3.565938E-04  9.889749E-06  1.735597E-03  4.499261E-01  2.758039E-01  8.725633E-02
   1163  7.738656318138E-06  1.825074E-04  7.796670E-06  3.564076E-04  9.884440E-06  1.734618E-03  4.497811E-01  2.757768E-01  8.726642E-02
   1164  7.743820931014E-06  1.825279E-04  7.795882E-06  3.563100E-04  9.881656E-06  1.734105E-03  4.497050E-01  2.757625E-01  8.727170E-02
   1165  7.757348608141E-06  1.825814E-04  7.793819E-06  3.560546E-04  9.874376E-06  1.732764E-03  4.495060E-01  2.757253E-01  8.728549E-02
   1166  7.766684832678E-06  1.826183E-04  7.792397E-06  3.558786E-04  9.869360E-06  1.731839E-03  4.493688E-01  2.756995E-01  8.729497E-02
   1167  7.773814938314E-06  1.826464E-04  7.791312E-06  3.557444E-04  9.865535E-06  1.731135E-03  4.492641E-01  2.756798E-01  8.730219E-02
   1168  7.791697382694E-06  1.827168E-04  7.788594E-06  3.554083E-04  9.855959E-06  1.729370E-03  4.490019E-01  2.756304E-01  8.732023E-02
   1169  7.804313653034E-06  1.827664E-04  7.786679E-06  3.551718E-04  9.849219E-06  1.728128E-03  4.488173E-01  2.755955E-01  8.733289E-02
   1170  7.810534514548E-06  1.827909E-04  7.785736E-06  3.550553E-04  9.845901E-06  1.727517E-03  4.487263E-01  2.755783E-01  8.733911E-02
   1171  7.826960395343E-06  1.828553E-04  7.783248E-06  3.547483E-04  9.837154E-06  1.725906E-03  4.484865E-01  2.755329E-01  8.735548E-02
   1172  7.838336494709E-06  1.828998E-04  7.781528E-06  3.545361E-04  9.831109E-06  1.724792E-03  4.483206E-01  2.755013E-01  8.736677E-02
   1173  7.844126845711E-06  1.829224E-04  7.780653E-06  3.544282E-04  9.828036E-06  1.724226E-03  4.482362E-01  2.754853E-01  8.737250E-02
   1174  7.859587496481E-06  1.829828E-04  7.778320E-06  3.541407E-04  9.819845E-06  1.722717E-03  4.480113E-01  2.754424E-01  8.738774E-02
   1175  7.870236411913E-06  1.830243E-04  7.776714E-06  3.539430E-04  9.814215E-06  1.721680E-03  4.478565E-01  2.754128E-01  8.739819E-02
   1176  7.875728047628E-06  1.830457E-04  7.775887E-06  3.538411E-04  9.811315E-06  1.721146E-03  4.477768E-01  2.753976E-01  8.740357E-02
   1177  7.890203585117E-06  1.831020E-04  7.773709E-06  3.535731E-04  9.803682E-06  1.719741E-03  4.475669E-01  2.753573E-01  8.741769E-02
   1178  7.900166729736E-06  1.831407E-04  7.772212E-06  3.533889E-04  9.798439E-06  1.718775E-03  4.474226E-01  2.753296E-01  8.742738E-02
   1179  7.905385654667E-06  1.831609E-04  7.771428E-06  3.532926E-04  9.795695E-06  1.718270E-03  4.473471E-01  2.753151E-01  8.743244E-02
   1180  7.919079732672E-06  1.832140E-04  7.769374E-06  3.530401E-04  9.788507E-06  1.716946E-03  4.471491E-01  2.752770E-01  8.744567E-02
   1181  7.928533734946E-06  1.832506E-04  7.767957E-06  3.528660E-04  9.783553E-06  1.716034E-03  4.470126E-01  2.752506E-01  8.745477E-02
   1182  7.933556414525E-06  1.832700E-04  7.767205E-06  3.527737E-04  9.780924E-06  1.715550E-03  4.469402E-01  2.752366E-01  8.745959E-02
   1183  7.946738285966E-06  1.833209E-04  7.765233E-06  3.525316E-04  9.774034E-06  1.714282E-03  4.467502E-01  2.751999E-01  8.747222E-02
   1184  7.953147984992E-06  1.833457E-04  7.764275E-06  3.524141E-04  9.770689E-06  1.713666E-03  4.466579E-01  2.751820E-01  8.747833E-02
   1185  7.969864799901E-06  1.834101E-04  7.761780E-06  3.521080E-04  9.761980E-06  1.712062E-03  4.464176E-01  2.751353E-01  8.749423E-02
   1186  7.981494762192E-06  1.834548E-04  7.760046E-06  3.518955E-04  9.755934E-06  1.710950E-03  4.462506E-01  2.751028E-01  8.750523E-02
   1187  7.987399977755E-06  1.834775E-04  7.759166E-06  3.517878E-04  9.752868E-06  1.710385E-03  4.461659E-01  2.750863E-01  8.751081E-02
   1188  8.003328812900E-06  1.835386E-04  7.756796E-06  3.514975E-04  9.744611E-06  1.708866E-03  4.459377E-01  2.750417E-01  8.752578E-02
   1189  8.014342329427E-06  1.835807E-04  7.755160E-06  3.512973E-04  9.738914E-06  1.707817E-03  4.457801E-01  2.750109E-01  8.753609E-02
   1190  8.019990138961E-06  1.836023E-04  7.754321E-06  3.511947E-04  9.735996E-06  1.707280E-03  4.456994E-01  2.749951E-01  8.754136E-02
   1191  8.034989758582E-06  1.836596E-04  7.752097E-06  3.509227E-04  9.728259E-06  1.705856E-03  4.454852E-01  2.749530E-01  8.755531E-02
   1192  8.045327712852E-06  1.836991E-04  7.750565E-06  3.507355E-04  9.722937E-06  1.704877E-03  4.453378E-01  2.749240E-01  8.756489E-02
   1193  8.050701103935E-06  1.837196E-04  7.749770E-06  3.506383E-04  9.720174E-06  1.704368E-03  4.452613E-01  2.749090E-01  8.756985E-02
   1194  8.064850153937E-06  1.837734E-04  7.747678E-06  3.503828E-04  9.712908E-06  1.703032E-03  4.450599E-01  2.748692E-01  8.758288E-02
   1195  8.074611202856E-06  1.838105E-04  7.746236E-06  3.502069E-04  9.707905E-06  1.702111E-03  4.449212E-01  2.748418E-01  8.759184E-02
   1196  8.079757242205E-06  1.838301E-04  7.745477E-06  3.501142E-04  9.705270E-06  1.701626E-03  4.448481E-01  2.748274E-01  8.759655E-02
   1197  8.093276858524E-06  1.838814E-04  7.743483E-06  3.498711E-04  9.698358E-06  1.700355E-03  4.446562E-01  2.747893E-01  8.760888E-02
   1198  8.102633839792E-06  1.839168E-04  7.742105E-06  3.497031E-04  9.693582E-06  1.699476E-03  4.445236E-01  2.747630E-01  8.761738E-02
   1199  8.109778269062E-06  1.839438E-04  7.741053E-06  3.495749E-04  9.689940E-06  1.698806E-03  4.444225E-01  2.747429E-01  8.762386E-02
   1200  8.127698683385E-06  1.840116E-04  7.738419E-06  3.492541E-04  9.680821E-06  1.697129E-03  4.441691E-01  2.746924E-01  8.764003E-02
   1201  8.140413027623E-06  1.840595E-04  7.736553E-06  3.490270E-04  9.674367E-06  1.695941E-03  4.439896E-01  2.746566E-01  8.765144E-02
   1202  8.146680503721E-06  1.840831E-04  7.735634E-06  3.489152E-04  9.671189E-06  1.695357E-03  4.439012E-01  2.746389E-01  8.765705E-02
   1203  8.163178185465E-06  1.841452E-04  7.733217E-06  3.486213E-04  9.662840E-06  1.693821E-03  4.436688E-01  2.745924E-01  8.767176E-02
   1204  8.174657066284E-06  1.841883E-04  7.731538E-06  3.484172E-04  9.657042E-06  1.692755E-03  4.435074E-01  2.745600E-01  8.768195E-02
   1205  8.180508232686E-06  1.842103E-04  7.730683E-06  3.483134E-04  9.654091E-06  1.692213E-03  4.434251E-01  2.745435E-01  8.768713E-02
   1206  8.196270375233E-06  1.842693E-04  7.728381E-06  3.480339E-04  9.646153E-06  1.690753E-03  4.432039E-01  2.744989E-01  8.770102E-02
   1207  8.207180783588E-06  1.843102E-04  7.726790E-06  3.478408E-04  9.640669E-06  1.689745E-03  4.430509E-01  2.744681E-01  8.771060E-02
   1208  8.212794851010E-06  1.843311E-04  7.725972E-06  3.477416E-04  9.637850E-06  1.689226E-03  4.429723E-01  2.744522E-01  8.771552E-02
   1209  8.227716985414E-06  1.843868E-04  7.723800E-06  3.474782E-04  9.630370E-06  1.687851E-03  4.427635E-01  2.744099E-01  8.772853E-02
   1210  8.238019787301E-06  1.844252E-04  7.722302E-06  3.472967E-04  9.625216E-06  1.686903E-03  4.426196E-01  2.743808E-01  8.773748E-02
   1211  8.243386770197E-06  1.844452E-04  7.721522E-06  3.472023E-04  9.622533E-06  1.686410E-03  4.425447E-01  2.743655E-01  8.774213E-02
   1212  8.257544841993E-06  1.844979E-04  7.719467E-06  3.469534E-04  9.615468E-06  1.685112E-03  4.423472E-01  2.743254E-01  8.775436E-02
   1213  8.267328437566E-06  1.845342E-04  7.718049E-06  3.467817E-04  9.610594E-06  1.684216E-03  4.422109E-01  2.742977E-01  8.776278E-02
   1214  8.272489983178E-06  1.845534E-04  7.717301E-06  3.466913E-04  9.608025E-06  1.683744E-03  4.421391E-01  2.742830E-01  8.776720E-02
   1215  8.286074634280E-06  1.846037E-04  7.715335E-06  3.464534E-04  9.601274E-06  1.682503E-03  4.419502E-01  2.742445E-01  8.777882E-02
   1216  8.295487593862E-06  1.846386E-04  7.713974E-06  3.462889E-04  9.596604E-06  1.681644E-03  4.418195E-01  2.742177E-01  8.778684E-02
   1217  8.300506039317E-06  1.846572E-04  7.713249E-06  3.462013E-04  9.594117E-06  1.681187E-03  4.417498E-01  2.742035E-01  8.779111E-02
   1218  8.313717721209E-06  1.847060E-04  7.711341E-06  3.459709E-04  9.587578E-06  1.679986E-03  4.415667E-01  2.741659E-01  8.780230E-02
   1219  8.320156361034E-06  1.847297E-04  7.710413E-06  3.458588E-04  9.584396E-06  1.679401E-03  4.414775E-01  2.741476E-01  8.780774E-02
   1220  8.336922921386E-06  1.847915E-04  7.707997E-06  3.455672E-04  9.576123E-06  1.677881E-03  4.412455E-01  2.740999E-01  8.782185E-02
   1221  8.348646106749E-06  1.848347E-04  7.706310E-06  3.453638E-04  9.570350E-06  1.676820E-03  4.410836E-01  2.740666E-01  8.783166E-02
   1222  8.354611172418E-06  1.848566E-04  7.705453E-06  3.452604E-04  9.567417E-06  1.676281E-03  4.410012E-01  2.740496E-01  8.783664E-02
   1223  8.370651782983E-06  1.849155E-04  7.703149E-06  3.449828E-04  9.559541E-06  1.674834E-03  4.407801E-01  2.740039E-01  8.784999E-02
   1224  8.381795895340E-06  1.849563E-04  7.701551E-06  3.447903E-04  9.554080E-06  1.673831E-03  4.406267E-01  2.739721E-01  8.785921E-02
   1225  8.387515828319E-06  1.849773E-04  7.700731E-06  3.446916E-04  9.551280E-06  1.673317E-03  4.405480E-01  2.739558E-01  8.786393E-02
   1226  8.402834530512E-06  1.850333E-04  7.698538E-06  3.444276E-04  9.543794E-06  1.671941E-03  4.403375E-01  2.739121E-01  8.787654E-02
   1227  8.413439277880E-06  1.850720E-04  7.697021E-06  3.442452E-04  9.538621E-06  1.670991E-03  4.401920E-01  2.738818E-01  8.788522E-02
   1228  8.418936362323E-06  1.850920E-04  7.696236E-06  3.441508E-04  9.535943E-06  1.670499E-03  4.401167E-01  2.738662E-01  8.788971E-02
   1229  8.433515655928E-06  1.851452E-04  7.694155E-06  3.439006E-04  9.528850E-06  1.669196E-03  4.399170E-01  2.738245E-01  8.790158E-02
   1230  8.443599626692E-06  1.851819E-04  7.692717E-06  3.437279E-04  9.523952E-06  1.668297E-03  4.397790E-01  2.737957E-01  8.790976E-02
   1231  8.448886663888E-06  1.852011E-04  7.691963E-06  3.436374E-04  9.521387E-06  1.667826E-03  4.397068E-01  2.737806E-01  8.791403E-02
   1232  8.462841911159E-06  1.852518E-04  7.689977E-06  3.433990E-04  9.514626E-06  1.666584E-03  4.395162E-01  2.737407E-01  8.792528E-02
   1233  8.472508689305E-06  1.852868E-04  7.688602E-06  3.432340E-04  9.509951E-06  1.665726E-03  4.393844E-01  2.737130E-01  8.793304E-02
   1234  8.477631431640E-06  1.853054E-04  7.687874E-06  3.431467E-04  9.507476E-06  1.665271E-03  4.393145E-01  2.736983E-01  8.793714E-02
   1235  8.491136403088E-06  1.853543E-04  7.685956E-06  3.429168E-04  9.500959E-06  1.664075E-03  4.391307E-01  2.736597E-01  8.794792E-02
   1236  8.500514138029E-06  1.853881E-04  7.684626E-06  3.427574E-04  9.496442E-06  1.663245E-03  4.390031E-01  2.736328E-01  8.795538E-02
   1237  8.505525372638E-06  1.854062E-04  7.683916E-06  3.426723E-04  9.494030E-06  1.662803E-03  4.389350E-01  2.736185E-01  8.795936E-02
   1238  8.518740907940E-06  1.854539E-04  7.682044E-06  3.424482E-04  9.487679E-06  1.661636E-03  4.387556E-01  2.735806E-01  8.796981E-02
   1239  8.525191410148E-06  1.854772E-04  7.681131E-06  3.423390E-04  9.484583E-06  1.661068E-03  4.386681E-01  2.735621E-01  8.797489E-02
   1240  8.541979979219E-06  1.855376E-04  7.678758E-06  3.420550E-04  9.476538E-06  1.659591E-03  4.384406E-01  2.735139E-01  8.798807E-02
   1241  8.553750545999E-06  1.855799E-04  7.677097E-06  3.418564E-04  9.470909E-06  1.658558E-03  4.382814E-01  2.734801E-01  8.799727E-02
   1242  8.559747286065E-06  1.856014E-04  7.676251E-06  3.417553E-04  9.468045E-06  1.658032E-03  4.382003E-01  2.734629E-01  8.800194E-02
   1243  8.575834279660E-06  1.856591E-04  7.673984E-06  3.414845E-04  9.460374E-06  1.656624E-03  4.379831E-01  2.734167E-01  8.801442E-02
   1244  8.587039626494E-06  1.856992E-04  7.672407E-06  3.412962E-04  9.455041E-06  1.655646E-03  4.378320E-01  2.733845E-01  8.802308E-02
   1245  8.592795367723E-06  1.857198E-04  7.671598E-06  3.411996E-04  9.452305E-06  1.655143E-03  4.377545E-01  2.733680E-01  8.802751E-02
   1246  8.608285180460E-06  1.857751E-04  7.669422E-06  3.409400E-04  9.444952E-06  1.653794E-03  4.375460E-01  2.733234E-01  8.803940E-02
   1247  8.619038043014E-06  1.858134E-04  7.667913E-06  3.407600E-04  9.439857E-06  1.652859E-03  4.374015E-01  2.732925E-01  8.804761E-02
   1248  8.624605253571E-06  1.858333E-04  7.667132E-06  3.406670E-04  9.437222E-06  1.652376E-03  4.373268E-01  2.732765E-01  8.805185E-02
   1249  8.639443787474E-06  1.858861E-04  7.665054E-06  3.404193E-04  9.430210E-06  1.651089E-03  4.371277E-01  2.732337E-01  8.806312E-02
   1250  8.649727813867E-06  1.859226E-04  7.663615E-06  3.402480E-04  9.425358E-06  1.650199E-03  4.369899E-01  2.732041E-01  8.807089E-02
   1251  8.655103536090E-06  1.859417E-04  7.662863E-06  3.401585E-04  9.422825E-06  1.649734E-03  4.369179E-01  2.731886E-01  8.807495E-02
   1252  8.669346327144E-06  1.859922E-04  7.660873E-06  3.399217E-04  9.416122E-06  1.648504E-03  4.367274E-01  2.731476E-01  8.808565E-02
   1253  8.679221875509E-06  1.860272E-04  7.659495E-06  3.397578E-04  9.411482E-06  1.647653E-03  4.365955E-01  2.731191E-01  8.809304E-02
   1254  8.684434275191E-06  1.860457E-04  7.658768E-06  3.396714E-04  9.409036E-06  1.647204E-03  4.365259E-01  2.731041E-01  8.809693E-02
   1255  8.698209338306E-06  1.860944E-04  7.656849E-06  3.394432E-04  9.402579E-06  1.646020E-03  4.363422E-01  2.730643E-01  8.810718E-02
   1256  8.707776925912E-06  1.861282E-04  7.655517E-06  3.392850E-04  9.398102E-06  1.645199E-03  4.362147E-01  2.730367E-01  8.811427E-02
   1257  8.712868581061E-06  1.861461E-04  7.654809E-06  3.392009E-04  9.395721E-06  1.644762E-03  4.361470E-01  2.730220E-01  8.811803E-02
   1258  8.726317805726E-06  1.861935E-04  7.652940E-06  3.389790E-04  9.389442E-06  1.643611E-03  4.359681E-01  2.729832E-01  8.812794E-02
   1259  8.732858842042E-06  1.862165E-04  7.652032E-06  3.388713E-04  9.386392E-06  1.643051E-03  4.358812E-01  2.729643E-01  8.813274E-02
   1260  8.749796882965E-06  1.862761E-04  7.649682E-06  3.385926E-04  9.378508E-06  1.641605E-03  4.356564E-01  2.729154E-01  8.814513E-02
   1261  8.761724314859E-06  1.863179E-04  7.648030E-06  3.383967E-04  9.372967E-06  1.640589E-03  4.354983E-01  2.728809E-01  8.815381E-02
   1262  8.767776143451E-06  1.863392E-04  7.647192E-06  3.382974E-04  9.370159E-06  1.640074E-03  4.354182E-01  2.728634E-01  8.815820E-02
   1263  8.783946316002E-06  1.863958E-04  7.644956E-06  3.380326E-04  9.362667E-06  1.638701E-03  4.352043E-01  2.728166E-01  8.816989E-02
   1264  8.795242862414E-06  1.864353E-04  7.643396E-06  3.378479E-04  9.357443E-06  1.637743E-03  4.350551E-01  2.727839E-01  8.817801E-02
   1265  8.801047639621E-06  1.864556E-04  7.642595E-06  3.377531E-04  9.354762E-06  1.637251E-03  4.349785E-01  2.727671E-01  8.818218E-02
   1266  8.816766698904E-06  1.865104E-04  7.640428E-06  3.374968E-04  9.347513E-06  1.635922E-03  4.347713E-01  2.727216E-01  8.819341E-02
   1267  8.827715418286E-06  1.865486E-04  7.638920E-06  3.373185E-04  9.342472E-06  1.634998E-03  4.346271E-01  2.726899E-01  8.820119E-02
   1268  8.833373982620E-06  1.865683E-04  7.638141E-06  3.372265E-04  9.339870E-06  1.634521E-03  4.345527E-01  2.726735E-01  8.820521E-02
   1269  8.848559837176E-06  1.866211E-04  7.636053E-06  3.369799E-04  9.332897E-06  1.633243E-03  4.343531E-01  2.726294E-01  8.821594E-02
   1270  8.859113812447E-06  1.866577E-04  7.634604E-06  3.368087E-04  9.328059E-06  1.632356E-03  4.342146E-01  2.725988E-01  8.822336E-02
   1271  8.864608819779E-06  1.866768E-04  7.633850E-06  3.367197E-04  9.325543E-06  1.631895E-03  4.341425E-01  2.725829E-01  8.822722E-02
   1272  8.879251905999E-06  1.867275E-04  7.631842E-06  3.364829E-04  9.318847E-06  1.630668E-03  4.339507E-01  2.725404E-01  8.823746E-02
   1273  8.889421005526E-06  1.867627E-04  7.630449E-06  3.363186E-04  9.314205E-06  1.629817E-03  4.338176E-01  2.725109E-01  8.824454E-02
   1274  8.894759308714E-06  1.867812E-04  7.629719E-06  3.362325E-04  9.311771E-06  1.629371E-03  4.337478E-01  2.724954E-01  8.824824E-02
   1275  8.908924111703E-06  1.868301E-04  7.627782E-06  3.360043E-04  9.305320E-06  1.628189E-03  4.335627E-01  2.724543E-01  8.825804E-02
   1276  8.918767251153E-06  1.868640E-04  7.626437E-06  3.358459E-04  9.300844E-06  1.627369E-03  4.334343E-01  2.724257E-01  8.826482E-02
   1277  8.923975183109E-06  1.868820E-04  7.625726E-06  3.357622E-04  9.298479E-06  1.626935E-03  4.333663E-01  2.724105E-01  8.826840E-02
   1278  8.937767548056E-06  1.869295E-04  7.623845E-06  3.355408E-04  9.292222E-06  1.625789E-03  4.331867E-01  2.723705E-01  8.827785E-02
   1279  8.947365098689E-06  1.869625E-04  7.622537E-06  3.353869E-04  9.287875E-06  1.624992E-03  4.330618E-01  2.723426E-01  8.828440E-02
   1280  8.952476395481E-06  1.869800E-04  7.621841E-06  3.353051E-04  9.285562E-06  1.624569E-03  4.329953E-01  2.723277E-01  8.828788E-02
   1281  8.966005835750E-06  1.870265E-04  7.620000E-06  3.350886E-04  9.279448E-06  1.623448E-03  4.328195E-01  2.722883E-01  8.829705E-02
   1282  8.975434470670E-06  1.870588E-04  7.618718E-06  3.349380E-04  9.275194E-06  1.622669E-03  4.326971E-01  2.722609E-01  8.830342E-02
   1283  8.980480259934E-06  1.870761E-04  7.618033E-06  3.348575E-04  9.272919E-06  1.622252E-03  4.326317E-01  2.722462E-01  8.830682E-02
   1284  8.993837689829E-06  1.871218E-04  7.616220E-06  3.346446E-04  9.266905E-06  1.621151E-03  4.324586E-01  2.722073E-01  8.831579E-02
   1285  9.000361114605E-06  1.871441E-04  7.615335E-06  3.345408E-04  9.263972E-06  1.620614E-03  4.323742E-01  2.721883E-01  8.832016E-02
   1286  9.017276756324E-06  1.872018E-04  7.613043E-06  3.342719E-04  9.256378E-06  1.619223E-03  4.321554E-01  2.721391E-01  8.833143E-02
   1287  9.029223027815E-06  1.872426E-04  7.611427E-06  3.340823E-04  9.251026E-06  1.618242E-03  4.320012E-01  2.721043E-01  8.833936E-02
   1288  9.035290817392E-06  1.872632E-04  7.610606E-06  3.339862E-04  9.248310E-06  1.617745E-03  4.319229E-01  2.720866E-01  8.834337E-02
   1289  9.051486511090E-06  1.873183E-04  7.608419E-06  3.337299E-04  9.241073E-06  1.616420E-03  4.317141E-01  2.720394E-01  8.835403E-02
   1290  9.062836215794E-06  1.873569E-04  7.606887E-06  3.335505E-04  9.236011E-06  1.615492E-03  4.315681E-01  2.720063E-01  8.836147E-02
   1291  9.068677021334E-06  1.873767E-04  7.606100E-06  3.334584E-04  9.233408E-06  1.615016E-03  4.314929E-01  2.719892E-01  8.836529E-02
   1292  9.084530509274E-06  1.874304E-04  7.603964E-06  3.332085E-04  9.226355E-06  1.613724E-03  4.312893E-01  2.719430E-01  8.837561E-02
   1293  9.095613207087E-06  1.874679E-04  7.602473E-06  3.330341E-04  9.221433E-06  1.612823E-03  4.311471E-01  2.719106E-01  8.838279E-02
   1294  9.101340975854E-06  1.874873E-04  7.601703E-06  3.329441E-04  9.218892E-06  1.612358E-03  4.310736E-01  2.718939E-01  8.838649E-02
   1295  9.116828143996E-06  1.875396E-04  7.599623E-06  3.327010E-04  9.212032E-06  1.611102E-03  4.308753E-01  2.718487E-01  8.839645E-02
   1296  9.127633530930E-06  1.875760E-04  7.598173E-06  3.325317E-04  9.207253E-06  1.610227E-03  4.307370E-01  2.718171E-01  8.840337E-02
   1297  9.133245114851E-06  1.875949E-04  7.597421E-06  3.324439E-04  9.204774E-06  1.609773E-03  4.306653E-01  2.718007E-01  8.840696E-02
   1298  9.148320485240E-06  1.876457E-04  7.595402E-06  3.322082E-04  9.198124E-06  1.608556E-03  4.304728E-01  2.717567E-01  8.841655E-02
   1299  9.158823680033E-06  1.876810E-04  7.593996E-06  3.320443E-04  9.193498E-06  1.607709E-03  4.303388E-01  2.717260E-01  8.842320E-02
   1300  9.164310050789E-06  1.876994E-04  7.593262E-06  3.319587E-04  9.191084E-06  1.607268E-03  4.302689E-01  2.717099E-01  8.842667E-02
   1301  9.178972018357E-06  1.877486E-04  7.591304E-06  3.317304E-04  9.184642E-06  1.606089E-03  4.300822E-01  2.716671E-01  8.843590E-02
   1302  9.189181609477E-06  1.877828E-04  7.589941E-06  3.315716E-04  9.180164E-06  1.605269E-03  4.299524E-01  2.716372E-01  8.844230E-02
   1303  9.194547927026E-06  1.878008E-04  7.589225E-06  3.314883E-04  9.177812E-06  1.604839E-03  4.298842E-01  2.716215E-01  8.844565E-02
   1304  9.208838340565E-06  1.878486E-04  7.587321E-06  3.312665E-04  9.171558E-06  1.603694E-03  4.297027E-01  2.715797E-01  8.845455E-02
   1305  9.218792057580E-06  1.878818E-04  7.585996E-06  3.311123E-04  9.167209E-06  1.602898E-03  4.295765E-01  2.715506E-01  8.846072E-02
   1306  9.224055180466E-06  1.878994E-04  7.585295E-06  3.310309E-04  9.164912E-06  1.602478E-03  4.295098E-01  2.715351E-01  8.846398E-02
   1307  9.238042926738E-06  1.879460E-04  7.583436E-06  3.308146E-04  9.158813E-06  1.601362E-03  4.293327E-01  2.714942E-01  8.847260E-02
   1308  9.247793724643E-06  1.879785E-04  7.582141E-06  3.306641E-04  9.154569E-06  1.600585E-03  4.292094E-01  2.714656E-01  8.847858E-02
   1309  9.252976084418E-06  1.879958E-04  7.581453E-06  3.305842E-04  9.152315E-06  1.600173E-03  4.291439E-01  2.714505E-01  8.848175E-02
   1310  9.266736743884E-06  1.880415E-04  7.579628E-06  3.303722E-04  9.146338E-06  1.599080E-03  4.289701E-01  2.714101E-01  8.849014E-02
   1311  9.276338678369E-06  1.880734E-04  7.578356E-06  3.302245E-04  9.142174E-06  1.598318E-03  4.288490E-01  2.713820E-01  8.849598E-02
   1312  9.281462526950E-06  1.880904E-04  7.577678E-06  3.301458E-04  9.139954E-06  1.597912E-03  4.287844E-01  2.713670E-01  8.849908E-02
   1313  9.295064002140E-06  1.881355E-04  7.575878E-06  3.299370E-04  9.134068E-06  1.596835E-03  4.286131E-01  2.713271E-01  8.850729E-02
   1314  9.304563589078E-06  1.881669E-04  7.574623E-06  3.297914E-04  9.129963E-06  1.596084E-03  4.284936E-01  2.712992E-01  8.851301E-02
   1315  9.309647723488E-06  1.881837E-04  7.573951E-06  3.297135E-04  9.127768E-06  1.595683E-03  4.284296E-01  2.712843E-01  8.851605E-02
   1316  9.323144093322E-06  1.882283E-04  7.572170E-06  3.295070E-04  9.121949E-06  1.594618E-03  4.282601E-01  2.712447E-01  8.852412E-02
   1317  9.332577379849E-06  1.882595E-04  7.570926E-06  3.293629E-04  9.117887E-06  1.593875E-03  4.281417E-01  2.712171E-01  8.852974E-02
