 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                pos           vel           temp          den           pres          ener          entr          cs
  10180  7.718322024442E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.440001E+27  3.435660E+18  5.737494E+07  1.099653E+09
  10181  7.718881841505E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439999E+27  3.435663E+18  5.737470E+07  1.099653E+09
  10182  7.719306584963E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439997E+27  3.435665E+18  5.737451E+07  1.099653E+09
  10183  7.720799839549E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439992E+27  3.435671E+18  5.737387E+07  1.099652E+09
  10184  7.721745163689E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439989E+27  3.435675E+18  5.737346E+07  1.099652E+09
  10185  7.722393479399E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439987E+27  3.435678E+18  5.737318E+07  1.099652E+09
  10186  7.722863845862E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439985E+27  3.435680E+18  5.737298E+07  1.099652E+09
  10187  7.723247722124E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439984E+27  3.435682E+18  5.737281E+07  1.099652E+09
  10188  7.724603494336E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439979E+27  3.435688E+18  5.737223E+07  1.099651E+09
  10189  7.725465298566E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439976E+27  3.435692E+18  5.737186E+07  1.099651E+09
  10190  7.726060231666E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439974E+27  3.435695E+18  5.737160E+07  1.099651E+09
  10191  7.726502623509E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439973E+27  3.435696E+18  5.737141E+07  1.099650E+09
  10192  7.728061723633E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439967E+27  3.435703E+18  5.737074E+07  1.099650E+09
  10193  7.729049198977E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439964E+27  3.435708E+18  5.737031E+07  1.099649E+09
  10194  7.729716275948E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439962E+27  3.435711E+18  5.737002E+07  1.099649E+09
  10195  7.730068632174E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439960E+27  3.435712E+18  5.736987E+07  1.099649E+09
  10196  7.731329142931E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439956E+27  3.435718E+18  5.736933E+07  1.099649E+09
  10197  7.732136358096E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439953E+27  3.435721E+18  5.736898E+07  1.099648E+09
  10198  7.732697712409E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439951E+27  3.435724E+18  5.736874E+07  1.099648E+09
  10199  7.733123305838E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439950E+27  3.435726E+18  5.736855E+07  1.099648E+09
  10200  7.734620140466E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439945E+27  3.435732E+18  5.736791E+07  1.099647E+09
  10201  7.735568032517E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439942E+27  3.435736E+18  5.736750E+07  1.099647E+09
  10202  7.736217615069E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439939E+27  3.435739E+18  5.736722E+07  1.099647E+09
  10203  7.736688781453E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439938E+27  3.435741E+18  5.736702E+07  1.099647E+09
  10204  7.737073058846E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439936E+27  3.435743E+18  5.736685E+07  1.099647E+09
  10205  7.738430527056E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439932E+27  3.435749E+18  5.736627E+07  1.099646E+09
  10206  7.739293605243E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439929E+27  3.435753E+18  5.736590E+07  1.099646E+09
  10207  7.739889521260E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439927E+27  3.435756E+18  5.736564E+07  1.099646E+09
  10208  7.740332520110E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439925E+27  3.435757E+18  5.736545E+07  1.099645E+09
  10209  7.741894517847E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439920E+27  3.435764E+18  5.736478E+07  1.099645E+09
  10210  7.742884209677E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439917E+27  3.435769E+18  5.736435E+07  1.099644E+09
  10211  7.743552470717E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439914E+27  3.435772E+18  5.736407E+07  1.099644E+09
  10212  7.743905954857E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439913E+27  3.435773E+18  5.736391E+07  1.099644E+09
  10213  7.745170099419E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439909E+27  3.435779E+18  5.736337E+07  1.099644E+09
  10214  7.745979601322E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439906E+27  3.435782E+18  5.736302E+07  1.099643E+09
  10215  7.746542506842E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439904E+27  3.435785E+18  5.736278E+07  1.099643E+09
  10216  7.746968959113E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439903E+27  3.435787E+18  5.736260E+07  1.099643E+09
  10217  7.748469419995E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439897E+27  3.435793E+18  5.736195E+07  1.099642E+09
  10218  7.749419915644E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439894E+27  3.435797E+18  5.736154E+07  1.099642E+09
  10219  7.750070786407E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439892E+27  3.435800E+18  5.736126E+07  1.099642E+09
  10220  7.750542765943E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439890E+27  3.435802E+18  5.736106E+07  1.099642E+09
  10221  7.750927451662E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439889E+27  3.435804E+18  5.736089E+07  1.099642E+09
  10222  7.752286641516E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439884E+27  3.435810E+18  5.736031E+07  1.099641E+09
  10223  7.753151011024E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439881E+27  3.435814E+18  5.735994E+07  1.099641E+09
  10224  7.753747922698E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439879E+27  3.435816E+18  5.735968E+07  1.099640E+09
  10225  7.754191536155E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439878E+27  3.435818E+18  5.735949E+07  1.099640E+09
  10226  7.755756471887E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439873E+27  3.435825E+18  5.735882E+07  1.099640E+09
  10227  7.756748411122E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439869E+27  3.435830E+18  5.735839E+07  1.099639E+09
  10228  7.757417874761E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439867E+27  3.435833E+18  5.735811E+07  1.099639E+09
  10229  7.757772507125E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439866E+27  3.435834E+18  5.735796E+07  1.099639E+09
  10230  7.759040358378E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439861E+27  3.435840E+18  5.735741E+07  1.099639E+09
  10231  7.759852194454E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439859E+27  3.435843E+18  5.735706E+07  1.099638E+09
  10232  7.760416683509E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439857E+27  3.435846E+18  5.735682E+07  1.099638E+09
  10233  7.760844013412E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439855E+27  3.435848E+18  5.735664E+07  1.099638E+09
  10234  7.762348183310E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439850E+27  3.435854E+18  5.735599E+07  1.099637E+09
  10235  7.763301340953E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439847E+27  3.435858E+18  5.735558E+07  1.099637E+09
  10236  7.763953531754E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439845E+27  3.435861E+18  5.735530E+07  1.099637E+09
  10237  7.764426343056E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439843E+27  3.435863E+18  5.735510E+07  1.099637E+09
  10238  7.764811446349E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439842E+27  3.435865E+18  5.735494E+07  1.099637E+09
  10239  7.766172391538E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439837E+27  3.435871E+18  5.735435E+07  1.099636E+09
  10240  7.767038074474E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439834E+27  3.435875E+18  5.735398E+07  1.099636E+09
  10241  7.767635997246E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439832E+27  3.435877E+18  5.735372E+07  1.099635E+09
  10242  7.768080234249E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439830E+27  3.435879E+18  5.735353E+07  1.099635E+09
  10243  7.769648150891E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439825E+27  3.435886E+18  5.735286E+07  1.099635E+09
  10244  7.770642370537E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439822E+27  3.435891E+18  5.735244E+07  1.099634E+09
  10245  7.771313055988E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439819E+27  3.435894E+18  5.735215E+07  1.099634E+09
  10246  7.771668857647E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439818E+27  3.435895E+18  5.735200E+07  1.099634E+09
  10247  7.772940492595E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439814E+27  3.435901E+18  5.735145E+07  1.099634E+09
  10248  7.773754712876E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439811E+27  3.435904E+18  5.735110E+07  1.099633E+09
  10249  7.774320819780E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439809E+27  3.435907E+18  5.735086E+07  1.099633E+09
  10250  7.774749046934E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439808E+27  3.435909E+18  5.735068E+07  1.099633E+09
  10251  7.776257011691E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439803E+27  3.435915E+18  5.735003E+07  1.099632E+09
  10252  7.777212892697E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439799E+27  3.435919E+18  5.734962E+07  1.099632E+09
  10253  7.777866436771E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439797E+27  3.435922E+18  5.734934E+07  1.099632E+09
  10254  7.778340099782E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439795E+27  3.435924E+18  5.734914E+07  1.099632E+09
  10255  7.778725630767E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439794E+27  3.435926E+18  5.734897E+07  1.099631E+09
  10256  7.780088366611E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439790E+27  3.435932E+18  5.734839E+07  1.099631E+09
  10257  7.780955386018E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439787E+27  3.435936E+18  5.734802E+07  1.099631E+09
  10258  7.781554336665E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439785E+27  3.435938E+18  5.734776E+07  1.099630E+09
  10259  7.781999207428E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439783E+27  3.435940E+18  5.734757E+07  1.099630E+09
  10260  7.783570156859E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439778E+27  3.435947E+18  5.734690E+07  1.099630E+09
  10261  7.784566695801E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439774E+27  3.435952E+18  5.734648E+07  1.099629E+09
  10262  7.785238625516E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439772E+27  3.435955E+18  5.734619E+07  1.099629E+09
  10263  7.785595620498E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439771E+27  3.435956E+18  5.734604E+07  1.099629E+09
  10264  7.786871124321E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439766E+27  3.435962E+18  5.734549E+07  1.099629E+09
  10265  7.787687783871E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439764E+27  3.435965E+18  5.734514E+07  1.099628E+09
  10266  7.788255546445E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439762E+27  3.435968E+18  5.734490E+07  1.099628E+09
  10267  7.788684692112E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439760E+27  3.435970E+18  5.734472E+07  1.099628E+09
  10268  7.790196546034E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439755E+27  3.435976E+18  5.734407E+07  1.099627E+09
  10269  7.791155217398E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439752E+27  3.435980E+18  5.734366E+07  1.099627E+09
  10270  7.791810150460E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439750E+27  3.435983E+18  5.734338E+07  1.099627E+09
  10271  7.792284686348E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439748E+27  3.435985E+18  5.734318E+07  1.099627E+09
  10272  7.792670654740E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439747E+27  3.435987E+18  5.734301E+07  1.099626E+09
  10273  7.794035216878E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439742E+27  3.435993E+18  5.734243E+07  1.099626E+09
  10274  7.794903596494E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439739E+27  3.435997E+18  5.734206E+07  1.099626E+09
  10275  7.795503591935E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439737E+27  3.435999E+18  5.734180E+07  1.099625E+09
  10276  7.795949106207E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439736E+27  3.436001E+18  5.734161E+07  1.099625E+09
  10277  7.797523137496E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439730E+27  3.436008E+18  5.734094E+07  1.099625E+09
  10278  7.798522033072E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439727E+27  3.436013E+18  5.734051E+07  1.099624E+09
  10279  7.799195379563E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439725E+27  3.436016E+18  5.734023E+07  1.099624E+09
  10280  7.799553711435E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439723E+27  3.436017E+18  5.734007E+07  1.099624E+09
  10281  7.800833523916E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439719E+27  3.436023E+18  5.733953E+07  1.099624E+09
  10282  7.801652879288E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439716E+27  3.436026E+18  5.733918E+07  1.099623E+09
  10283  7.802222459078E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439714E+27  3.436029E+18  5.733893E+07  1.099623E+09
  10284  7.802652606490E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439713E+27  3.436031E+18  5.733875E+07  1.099623E+09
  10285  7.804168673943E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439708E+27  3.436037E+18  5.733810E+07  1.099622E+09
  10286  7.805130349399E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439704E+27  3.436041E+18  5.733769E+07  1.099622E+09
  10287  7.805786772878E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439702E+27  3.436044E+18  5.733742E+07  1.099622E+09
  10288  7.806132090249E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439701E+27  3.436046E+18  5.733727E+07  1.099622E+09
  10289  7.807374460196E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439697E+27  3.436051E+18  5.733674E+07  1.099621E+09
  10290  7.808172895461E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439694E+27  3.436055E+18  5.733640E+07  1.099621E+09
  10291  7.808729839721E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439692E+27  3.436057E+18  5.733616E+07  1.099621E+09
  10292  7.809153783363E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439691E+27  3.436059E+18  5.733598E+07  1.099621E+09
  10293  7.810647496956E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439686E+27  3.436066E+18  5.733534E+07  1.099620E+09
  10294  7.811595167121E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439682E+27  3.436070E+18  5.733494E+07  1.099620E+09
  10295  7.812245537288E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439680E+27  3.436073E+18  5.733466E+07  1.099619E+09
  10296  7.812717781364E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439679E+27  3.436075E+18  5.733446E+07  1.099619E+09
  10297  7.813102888469E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439677E+27  3.436076E+18  5.733430E+07  1.099619E+09
  10298  7.814465338955E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439673E+27  3.436082E+18  5.733372E+07  1.099619E+09
  10299  7.815332876089E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439670E+27  3.436086E+18  5.733335E+07  1.099618E+09
  10300  7.815932609701E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439668E+27  3.436089E+18  5.733309E+07  1.099618E+09
  10301  7.816378144111E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439666E+27  3.436091E+18  5.733290E+07  1.099618E+09
  10302  7.817953094080E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439661E+27  3.436097E+18  5.733223E+07  1.099617E+09
  10303  7.818953095356E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439658E+27  3.436102E+18  5.733181E+07  1.099617E+09
  10304  7.819627211692E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439655E+27  3.436105E+18  5.733152E+07  1.099617E+09
  10305  7.819986469462E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439654E+27  3.436106E+18  5.733137E+07  1.099617E+09
  10306  7.821269572968E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439650E+27  3.436112E+18  5.733082E+07  1.099616E+09
  10307  7.822091171401E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439647E+27  3.436115E+18  5.733047E+07  1.099616E+09
  10308  7.822662373880E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439645E+27  3.436118E+18  5.733023E+07  1.099616E+09
  10309  7.823093474232E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439643E+27  3.436120E+18  5.733005E+07  1.099616E+09
  10310  7.824613840287E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439638E+27  3.436126E+18  5.732940E+07  1.099615E+09
  10311  7.825578733489E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439635E+27  3.436131E+18  5.732899E+07  1.099615E+09
  10312  7.826236826801E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439633E+27  3.436133E+18  5.732871E+07  1.099614E+09
  10313  7.826583700183E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439632E+27  3.436135E+18  5.732856E+07  1.099614E+09
  10314  7.827831028843E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439627E+27  3.436140E+18  5.732803E+07  1.099614E+09
  10315  7.828632584870E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439625E+27  3.436144E+18  5.732769E+07  1.099614E+09
  10316  7.829191654104E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439623E+27  3.436146E+18  5.732745E+07  1.099613E+09
  10317  7.829616780775E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439621E+27  3.436148E+18  5.732727E+07  1.099613E+09
  10318  7.831115527369E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439616E+27  3.436155E+18  5.732664E+07  1.099613E+09
  10319  7.832066841530E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439613E+27  3.436159E+18  5.732623E+07  1.099612E+09
  10320  7.832719033478E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439611E+27  3.436162E+18  5.732596E+07  1.099612E+09
  10321  7.833192438456E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439609E+27  3.436164E+18  5.732575E+07  1.099612E+09
  10322  7.833578136122E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439608E+27  3.436165E+18  5.732559E+07  1.099612E+09
  10323  7.834943101817E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439603E+27  3.436171E+18  5.732501E+07  1.099611E+09
  10324  7.835812538318E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439600E+27  3.436175E+18  5.732464E+07  1.099611E+09
  10325  7.836413746026E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439598E+27  3.436178E+18  5.732439E+07  1.099611E+09
  10326  7.836860196497E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439597E+27  3.436180E+18  5.732420E+07  1.099611E+09
  10327  7.838439579723E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439592E+27  3.436186E+18  5.732353E+07  1.099610E+09
  10328  7.839442992423E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439588E+27  3.436191E+18  5.732310E+07  1.099610E+09
  10329  7.840118952174E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439586E+27  3.436194E+18  5.732281E+07  1.099609E+09
  10330  7.840480003945E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439585E+27  3.436195E+18  5.732266E+07  1.099609E+09
  10331  7.841768987722E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439580E+27  3.436201E+18  5.732211E+07  1.099609E+09
  10332  7.842594313516E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439578E+27  3.436205E+18  5.732176E+07  1.099609E+09
  10333  7.843168056213E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439576E+27  3.436207E+18  5.732152E+07  1.099608E+09
  10334  7.843600572251E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439574E+27  3.436209E+18  5.732134E+07  1.099608E+09
  10335  7.845126977675E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439569E+27  3.436216E+18  5.732069E+07  1.099608E+09
  10336  7.846096213148E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439566E+27  3.436220E+18  5.732028E+07  1.099607E+09
  10337  7.846756488500E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439563E+27  3.436223E+18  5.732000E+07  1.099607E+09
  10338  7.847105320841E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439562E+27  3.436224E+18  5.731985E+07  1.099607E+09
  10339  7.848358793418E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439558E+27  3.436230E+18  5.731932E+07  1.099607E+09
  10340  7.849164146725E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439555E+27  3.436233E+18  5.731898E+07  1.099606E+09
  10341  7.849725759418E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439553E+27  3.436235E+18  5.731874E+07  1.099606E+09
  10342  7.850152280809E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439552E+27  3.436237E+18  5.731856E+07  1.099606E+09
  10343  7.851656859448E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439547E+27  3.436244E+18  5.731792E+07  1.099605E+09
  10344  7.852612337337E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439544E+27  3.436248E+18  5.731752E+07  1.099605E+09
  10345  7.853266591341E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439541E+27  3.436251E+18  5.731724E+07  1.099605E+09
  10346  7.853741291107E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439540E+27  3.436253E+18  5.731704E+07  1.099605E+09
  10347  7.854127639122E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439539E+27  3.436255E+18  5.731688E+07  1.099604E+09
  10348  7.855495319868E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439534E+27  3.436260E+18  5.731630E+07  1.099604E+09
  10349  7.856366779726E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439531E+27  3.436264E+18  5.731593E+07  1.099604E+09
  10350  7.856969544552E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439529E+27  3.436267E+18  5.731567E+07  1.099603E+09
  10351  7.857416956857E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439527E+27  3.436269E+18  5.731548E+07  1.099603E+09
  10352  7.859000976442E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439522E+27  3.436276E+18  5.731481E+07  1.099603E+09
  10353  7.860007945584E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439519E+27  3.436280E+18  5.731439E+07  1.099602E+09
  10354  7.860685825853E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439516E+27  3.436283E+18  5.731410E+07  1.099602E+09
  10355  7.861048749190E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439515E+27  3.436284E+18  5.731395E+07  1.099602E+09
  10356  7.862343881151E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439511E+27  3.436290E+18  5.731340E+07  1.099602E+09
  10357  7.863173104122E-05  0.000000E+00  0.000000E+00  6.000000E+09  6.000000E+09  5.439508E+27  3.436294E+18  5.731305E+07  1.099601E+09
