 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                ca40          ti44          cr48          fe52          ni56 
   5443  4.527779514875E-05  7.549211E-02  1.886428E-03  7.143537E-03  4.676231E-02  3.647236E-01
   5444  4.528032836636E-05  7.549183E-02  1.886437E-03  7.143630E-03  4.676331E-02  3.647344E-01
   5445  4.528987055971E-05  7.549078E-02  1.886470E-03  7.143981E-03  4.676708E-02  3.647752E-01
   5446  4.529586538906E-05  7.549012E-02  1.886491E-03  7.144202E-03  4.676944E-02  3.648008E-01
   5447  4.530004845552E-05  7.548966E-02  1.886505E-03  7.144355E-03  4.677109E-02  3.648186E-01
   5448  4.530320281824E-05  7.548931E-02  1.886516E-03  7.144471E-03  4.677234E-02  3.648321E-01
   5449  4.530573665731E-05  7.548903E-02  1.886525E-03  7.144565E-03  4.677334E-02  3.648429E-01
   5450  4.531528043369E-05  7.548798E-02  1.886557E-03  7.144915E-03  4.677710E-02  3.648837E-01
   5451  4.532127666906E-05  7.548732E-02  1.886578E-03  7.145136E-03  4.677947E-02  3.649093E-01
   5452  4.532546058285E-05  7.548686E-02  1.886592E-03  7.145289E-03  4.678112E-02  3.649272E-01
   5453  4.532861580350E-05  7.548651E-02  1.886603E-03  7.145405E-03  4.678236E-02  3.649407E-01
   5454  4.533115026527E-05  7.548623E-02  1.886612E-03  7.145498E-03  4.678336E-02  3.649515E-01
   5455  4.534069562011E-05  7.548518E-02  1.886645E-03  7.145849E-03  4.678712E-02  3.649922E-01
   5456  4.534669326075E-05  7.548452E-02  1.886665E-03  7.146069E-03  4.678949E-02  3.650178E-01
   5457  4.535087801987E-05  7.548406E-02  1.886679E-03  7.146223E-03  4.679114E-02  3.650357E-01
   5458  4.535403409745E-05  7.548371E-02  1.886690E-03  7.146339E-03  4.679238E-02  3.650492E-01
   5459  4.535656918127E-05  7.548343E-02  1.886699E-03  7.146432E-03  4.679338E-02  3.650600E-01
   5460  4.536611611602E-05  7.548238E-02  1.886732E-03  7.146782E-03  4.679714E-02  3.651007E-01
   5461  4.537211516106E-05  7.548171E-02  1.886752E-03  7.147002E-03  4.679950E-02  3.651263E-01
   5462  4.537630076386E-05  7.548125E-02  1.886766E-03  7.147155E-03  4.680115E-02  3.651442E-01
   5463  4.537945769777E-05  7.548090E-02  1.886777E-03  7.147271E-03  4.680239E-02  3.651577E-01
   5464  4.538199340497E-05  7.548062E-02  1.886786E-03  7.147364E-03  4.680339E-02  3.651685E-01
   5465  4.539154192539E-05  7.547957E-02  1.886818E-03  7.147714E-03  4.680715E-02  3.652092E-01
   5466  4.539754237876E-05  7.547890E-02  1.886839E-03  7.147934E-03  4.680951E-02  3.652348E-01
   5467  4.540172883066E-05  7.547844E-02  1.886853E-03  7.148087E-03  4.681116E-02  3.652526E-01
   5468  4.540488662460E-05  7.547809E-02  1.886864E-03  7.148203E-03  4.681240E-02  3.652661E-01
   5469  4.540742295618E-05  7.547781E-02  1.886873E-03  7.148296E-03  4.681340E-02  3.652769E-01
   5470  4.541697306759E-05  7.547676E-02  1.886905E-03  7.148645E-03  4.681716E-02  3.653176E-01
   5471  4.542297493412E-05  7.547609E-02  1.886926E-03  7.148865E-03  4.681952E-02  3.653432E-01
   5472  4.542716223387E-05  7.547563E-02  1.886940E-03  7.149018E-03  4.682117E-02  3.653611E-01
   5473  4.543032088755E-05  7.547528E-02  1.886951E-03  7.149134E-03  4.682241E-02  3.653745E-01
   5474  4.543285784311E-05  7.547500E-02  1.886959E-03  7.149227E-03  4.682341E-02  3.653853E-01
   5475  4.544240953322E-05  7.547394E-02  1.886992E-03  7.149576E-03  4.682716E-02  3.654260E-01
   5476  4.544841280447E-05  7.547327E-02  1.887012E-03  7.149796E-03  4.682952E-02  3.654516E-01
   5477  4.545260095184E-05  7.547281E-02  1.887026E-03  7.149949E-03  4.683117E-02  3.654695E-01
   5478  4.545576046620E-05  7.547246E-02  1.887037E-03  7.150065E-03  4.683241E-02  3.654829E-01
   5479  4.545829804764E-05  7.547218E-02  1.887046E-03  7.150157E-03  4.683341E-02  3.654937E-01
   5480  4.546785133423E-05  7.547112E-02  1.887078E-03  7.150507E-03  4.683716E-02  3.655344E-01
   5481  4.547385602090E-05  7.547045E-02  1.887099E-03  7.150726E-03  4.683952E-02  3.655600E-01
   5482  4.547804501913E-05  7.546999E-02  1.887113E-03  7.150879E-03  4.684116E-02  3.655778E-01
   5483  4.548120539485E-05  7.546964E-02  1.887124E-03  7.150994E-03  4.684241E-02  3.655913E-01
   5484  4.548374360262E-05  7.546936E-02  1.887132E-03  7.151087E-03  4.684340E-02  3.656021E-01
   5485  4.549329847980E-05  7.546830E-02  1.887165E-03  7.151436E-03  4.684715E-02  3.656428E-01
   5486  4.549930458011E-05  7.546763E-02  1.887185E-03  7.151655E-03  4.684951E-02  3.656683E-01
   5487  4.550349443106E-05  7.546717E-02  1.887199E-03  7.151808E-03  4.685116E-02  3.656862E-01
   5488  4.550665567192E-05  7.546681E-02  1.887210E-03  7.151924E-03  4.685240E-02  3.656996E-01
   5489  4.550919450822E-05  7.546653E-02  1.887218E-03  7.152016E-03  4.685339E-02  3.657104E-01
   5490  4.551875098272E-05  7.546547E-02  1.887251E-03  7.152365E-03  4.685714E-02  3.657511E-01
   5491  4.552475850165E-05  7.546480E-02  1.887271E-03  7.152584E-03  4.685950E-02  3.657766E-01
   5492  4.552894920530E-05  7.546434E-02  1.887285E-03  7.152737E-03  4.686115E-02  3.657945E-01
   5493  4.553211131030E-05  7.546399E-02  1.887296E-03  7.152852E-03  4.686239E-02  3.658079E-01
   5494  4.553465077431E-05  7.546370E-02  1.887304E-03  7.152945E-03  4.686338E-02  3.658187E-01
   5495  4.554420884404E-05  7.546264E-02  1.887337E-03  7.153293E-03  4.686713E-02  3.658594E-01
   5496  4.555021777700E-05  7.546197E-02  1.887357E-03  7.153512E-03  4.686949E-02  3.658849E-01
   5497  4.555440933235E-05  7.546151E-02  1.887371E-03  7.153665E-03  4.687113E-02  3.659027E-01
   5498  4.555757230057E-05  7.546115E-02  1.887382E-03  7.153780E-03  4.687237E-02  3.659162E-01
   5499  4.556011239226E-05  7.546087E-02  1.887390E-03  7.153873E-03  4.687337E-02  3.659270E-01
   5500  4.556967206653E-05  7.545981E-02  1.887423E-03  7.154221E-03  4.687711E-02  3.659676E-01
   5501  4.557568242368E-05  7.545914E-02  1.887443E-03  7.154439E-03  4.687947E-02  3.659932E-01
   5502  4.557987483667E-05  7.545867E-02  1.887457E-03  7.154592E-03  4.688111E-02  3.660110E-01
   5503  4.558303867331E-05  7.545832E-02  1.887468E-03  7.154707E-03  4.688235E-02  3.660244E-01
   5504  4.558557939687E-05  7.545803E-02  1.887476E-03  7.154800E-03  4.688334E-02  3.660352E-01
   5505  4.559514066555E-05  7.545697E-02  1.887508E-03  7.155148E-03  4.688709E-02  3.660759E-01
   5506  4.560115243812E-05  7.545630E-02  1.887529E-03  7.155366E-03  4.688944E-02  3.661014E-01
   5507  4.560534570424E-05  7.545583E-02  1.887543E-03  7.155519E-03  4.689108E-02  3.661192E-01
   5508  4.560851040752E-05  7.545548E-02  1.887553E-03  7.155634E-03  4.689232E-02  3.661327E-01
   5509  4.561105176148E-05  7.545520E-02  1.887562E-03  7.155726E-03  4.689332E-02  3.661434E-01
   5510  4.562061464433E-05  7.545413E-02  1.887594E-03  7.156074E-03  4.689706E-02  3.661841E-01
   5511  4.562662784514E-05  7.545346E-02  1.887614E-03  7.156292E-03  4.689941E-02  3.662096E-01
   5512  4.563082197108E-05  7.545299E-02  1.887628E-03  7.156445E-03  4.690106E-02  3.662274E-01
   5513  4.563398754495E-05  7.545264E-02  1.887639E-03  7.156560E-03  4.690229E-02  3.662408E-01
   5514  4.563652953057E-05  7.545235E-02  1.887647E-03  7.156652E-03  4.690329E-02  3.662516E-01
   5515  4.564609401085E-05  7.545128E-02  1.887679E-03  7.156999E-03  4.690703E-02  3.662922E-01
   5516  4.565210863145E-05  7.545061E-02  1.887700E-03  7.157218E-03  4.690938E-02  3.663178E-01
   5517  4.565630361232E-05  7.545014E-02  1.887714E-03  7.157370E-03  4.691102E-02  3.663356E-01
   5518  4.565947005298E-05  7.544979E-02  1.887724E-03  7.157485E-03  4.691226E-02  3.663490E-01
   5519  4.566201267028E-05  7.544950E-02  1.887733E-03  7.157577E-03  4.691325E-02  3.663598E-01
   5520  4.567157877037E-05  7.544843E-02  1.887765E-03  7.157924E-03  4.691699E-02  3.664004E-01
   5521  4.567759482365E-05  7.544776E-02  1.887785E-03  7.158142E-03  4.691934E-02  3.664259E-01
   5522  4.568179066603E-05  7.544729E-02  1.887799E-03  7.158295E-03  4.692098E-02  3.664437E-01
   5523  4.568495797993E-05  7.544694E-02  1.887809E-03  7.158409E-03  4.692222E-02  3.664571E-01
   5524  4.568750123150E-05  7.544665E-02  1.887818E-03  7.158502E-03  4.692322E-02  3.664679E-01
   5525  4.569706894481E-05  7.544558E-02  1.887850E-03  7.158849E-03  4.692695E-02  3.665085E-01
   5526  4.570308642608E-05  7.544491E-02  1.887870E-03  7.159067E-03  4.692930E-02  3.665340E-01
   5527  4.570728312960E-05  7.544444E-02  1.887884E-03  7.159219E-03  4.693094E-02  3.665518E-01
   5528  4.571045131681E-05  7.544408E-02  1.887895E-03  7.159333E-03  4.693218E-02  3.665652E-01
   5529  4.571299520263E-05  7.544380E-02  1.887903E-03  7.159426E-03  4.693317E-02  3.665760E-01
   5530  4.572256453246E-05  7.544273E-02  1.887935E-03  7.159772E-03  4.693691E-02  3.666166E-01
   5531  4.572858344526E-05  7.544205E-02  1.887955E-03  7.159990E-03  4.693926E-02  3.666421E-01
   5532  4.573278101148E-05  7.544158E-02  1.887969E-03  7.160142E-03  4.694090E-02  3.666599E-01
   5533  4.573595007233E-05  7.544123E-02  1.887979E-03  7.160257E-03  4.694213E-02  3.666733E-01
   5534  4.573849459282E-05  7.544094E-02  1.887988E-03  7.160349E-03  4.694312E-02  3.666841E-01
   5535  4.574806553024E-05  7.543987E-02  1.888020E-03  7.160695E-03  4.694686E-02  3.667246E-01
   5536  4.575408586966E-05  7.543919E-02  1.888040E-03  7.160913E-03  4.694921E-02  3.667501E-01
   5537  4.575828429608E-05  7.543872E-02  1.888054E-03  7.161065E-03  4.695084E-02  3.667679E-01
   5538  4.576145422982E-05  7.543837E-02  1.888064E-03  7.161179E-03  4.695208E-02  3.667813E-01
   5539  4.576399938679E-05  7.543808E-02  1.888073E-03  7.161271E-03  4.695307E-02  3.667921E-01
   5540  4.577357194614E-05  7.543701E-02  1.888104E-03  7.161617E-03  4.695681E-02  3.668326E-01
   5541  4.577959372092E-05  7.543633E-02  1.888124E-03  7.161835E-03  4.695915E-02  3.668581E-01
   5542  4.578379301258E-05  7.543586E-02  1.888138E-03  7.161987E-03  4.696079E-02  3.668759E-01
   5543  4.578696382288E-05  7.543550E-02  1.888149E-03  7.162101E-03  4.696202E-02  3.668893E-01
   5544  4.578950961694E-05  7.543521E-02  1.888157E-03  7.162193E-03  4.696302E-02  3.669001E-01
   5545  4.579908380620E-05  7.543414E-02  1.888189E-03  7.162539E-03  4.696675E-02  3.669406E-01
   5546  4.580510701912E-05  7.543346E-02  1.888209E-03  7.162756E-03  4.696909E-02  3.669661E-01
   5547  4.580930717556E-05  7.543299E-02  1.888223E-03  7.162908E-03  4.697073E-02  3.669839E-01
   5548  4.581247886268E-05  7.543263E-02  1.888233E-03  7.163022E-03  4.697196E-02  3.669973E-01
   5549  4.581502529376E-05  7.543235E-02  1.888242E-03  7.163114E-03  4.697296E-02  3.670081E-01
   5550  4.582460109899E-05  7.543127E-02  1.888273E-03  7.163460E-03  4.697668E-02  3.670486E-01
   5551  4.583062574646E-05  7.543059E-02  1.888293E-03  7.163677E-03  4.697903E-02  3.670741E-01
   5552  4.583482676971E-05  7.543012E-02  1.888307E-03  7.163829E-03  4.698067E-02  3.670919E-01
   5553  4.583799933565E-05  7.542976E-02  1.888318E-03  7.163943E-03  4.698190E-02  3.671053E-01
   5554  4.584054640505E-05  7.542947E-02  1.888326E-03  7.164035E-03  4.698289E-02  3.671160E-01
   5555  4.585012383950E-05  7.542839E-02  1.888358E-03  7.164380E-03  4.698662E-02  3.671565E-01
   5556  4.585614992687E-05  7.542772E-02  1.888378E-03  7.164597E-03  4.698896E-02  3.671820E-01
   5557  4.586035181813E-05  7.542724E-02  1.888391E-03  7.164749E-03  4.699060E-02  3.671998E-01
   5558  4.586352526277E-05  7.542688E-02  1.888402E-03  7.164863E-03  4.699183E-02  3.672132E-01
   5559  4.586607297208E-05  7.542660E-02  1.888410E-03  7.164955E-03  4.699282E-02  3.672240E-01
   5560  4.587565203607E-05  7.542552E-02  1.888442E-03  7.165300E-03  4.699655E-02  3.672645E-01
   5561  4.588167956248E-05  7.542484E-02  1.888462E-03  7.165517E-03  4.699889E-02  3.672899E-01
   5562  4.588588232095E-05  7.542436E-02  1.888476E-03  7.165668E-03  4.700052E-02  3.673077E-01
   5563  4.588905664581E-05  7.542401E-02  1.888486E-03  7.165782E-03  4.700176E-02  3.673211E-01
   5564  4.589160499494E-05  7.542372E-02  1.888494E-03  7.165874E-03  4.700275E-02  3.673319E-01
   5565  4.590118568825E-05  7.542264E-02  1.888526E-03  7.166219E-03  4.700647E-02  3.673723E-01
   5566  4.590721465642E-05  7.542196E-02  1.888546E-03  7.166436E-03  4.700881E-02  3.673978E-01
   5567  4.591141828219E-05  7.542148E-02  1.888560E-03  7.166587E-03  4.701045E-02  3.674156E-01
   5568  4.591459348603E-05  7.542112E-02  1.888570E-03  7.166701E-03  4.701168E-02  3.674290E-01
   5569  4.591714247470E-05  7.542083E-02  1.888578E-03  7.166793E-03  4.701267E-02  3.674397E-01
   5570  4.592672480192E-05  7.541975E-02  1.888610E-03  7.167137E-03  4.701639E-02  3.674802E-01
   5571  4.593275521405E-05  7.541907E-02  1.888630E-03  7.167354E-03  4.701873E-02  3.675056E-01
   5572  4.593695970987E-05  7.541860E-02  1.888643E-03  7.167505E-03  4.702037E-02  3.675234E-01
   5573  4.594013579601E-05  7.541824E-02  1.888654E-03  7.167619E-03  4.702160E-02  3.675368E-01
   5574  4.594268542614E-05  7.541795E-02  1.888662E-03  7.167711E-03  4.702259E-02  3.675476E-01
   5575  4.595226939139E-05  7.541686E-02  1.888693E-03  7.168055E-03  4.702631E-02  3.675880E-01
   5576  4.595830125139E-05  7.541618E-02  1.888713E-03  7.168272E-03  4.702865E-02  3.676135E-01
   5577  4.596250661910E-05  7.541571E-02  1.888727E-03  7.168423E-03  4.703028E-02  3.676312E-01
   5578  4.596568358871E-05  7.541535E-02  1.888737E-03  7.168537E-03  4.703151E-02  3.676446E-01
   5579  4.596823386112E-05  7.541506E-02  1.888746E-03  7.168628E-03  4.703250E-02  3.676554E-01
   5580  4.597781946025E-05  7.541397E-02  1.888777E-03  7.168972E-03  4.703622E-02  3.676958E-01
   5581  4.598385276430E-05  7.541329E-02  1.888797E-03  7.169188E-03  4.703856E-02  3.677212E-01
   5582  4.598805900424E-05  7.541281E-02  1.888811E-03  7.169339E-03  4.704019E-02  3.677390E-01
   5583  4.599123685844E-05  7.541245E-02  1.888821E-03  7.169453E-03  4.704142E-02  3.677524E-01
   5584  4.599378777520E-05  7.541216E-02  1.888829E-03  7.169545E-03  4.704241E-02  3.677631E-01
   5585  4.600337502221E-05  7.541108E-02  1.888860E-03  7.169888E-03  4.704613E-02  3.678036E-01
   5586  4.600940977901E-05  7.541039E-02  1.888880E-03  7.170105E-03  4.704847E-02  3.678290E-01
   5587  4.601361689423E-05  7.540992E-02  1.888894E-03  7.170255E-03  4.705010E-02  3.678467E-01
   5588  4.601679563597E-05  7.540956E-02  1.888904E-03  7.170369E-03  4.705133E-02  3.678601E-01
   5589  4.601934719830E-05  7.540927E-02  1.888913E-03  7.170461E-03  4.705232E-02  3.678709E-01
   5590  4.602893608533E-05  7.540818E-02  1.888944E-03  7.170804E-03  4.705603E-02  3.679113E-01
   5591  4.603497229166E-05  7.540749E-02  1.888963E-03  7.171020E-03  4.705837E-02  3.679367E-01
   5592  4.603918027997E-05  7.540702E-02  1.888977E-03  7.171171E-03  4.706000E-02  3.679545E-01
   5593  4.604235990749E-05  7.540665E-02  1.888987E-03  7.171285E-03  4.706123E-02  3.679679E-01
   5594  4.604491211445E-05  7.540636E-02  1.888996E-03  7.171376E-03  4.706222E-02  3.679786E-01
   5595  4.605450264444E-05  7.540528E-02  1.889027E-03  7.171719E-03  4.706593E-02  3.680190E-01
   5596  4.606054030070E-05  7.540459E-02  1.889047E-03  7.171935E-03  4.706827E-02  3.680444E-01
   5597  4.606474916547E-05  7.540411E-02  1.889060E-03  7.172086E-03  4.706990E-02  3.680622E-01
   5598  4.606792968022E-05  7.540375E-02  1.889071E-03  7.172200E-03  4.707113E-02  3.680756E-01
   5599  4.607048253225E-05  7.540346E-02  1.889079E-03  7.172291E-03  4.707211E-02  3.680863E-01
   5600  4.608007471464E-05  7.540237E-02  1.889110E-03  7.172634E-03  4.707583E-02  3.681267E-01
   5601  4.608611382913E-05  7.540168E-02  1.889130E-03  7.172850E-03  4.707816E-02  3.681521E-01
   5602  4.609032356997E-05  7.540120E-02  1.889143E-03  7.173000E-03  4.707979E-02  3.681698E-01
   5603  4.609350497315E-05  7.540084E-02  1.889153E-03  7.173114E-03  4.708102E-02  3.681832E-01
   5604  4.609605847251E-05  7.540055E-02  1.889162E-03  7.173205E-03  4.708201E-02  3.681940E-01
   5605  4.610565230461E-05  7.539946E-02  1.889193E-03  7.173548E-03  4.708572E-02  3.682343E-01
   5606  4.611169287469E-05  7.539877E-02  1.889212E-03  7.173763E-03  4.708805E-02  3.682597E-01
   5607  4.611590349474E-05  7.539829E-02  1.889226E-03  7.173914E-03  4.708968E-02  3.682775E-01
   5608  4.611908578859E-05  7.539793E-02  1.889236E-03  7.174027E-03  4.709091E-02  3.682909E-01
   5609  4.612163993595E-05  7.539764E-02  1.889245E-03  7.174118E-03  4.709189E-02  3.683016E-01
   5610  4.613123542104E-05  7.539655E-02  1.889276E-03  7.174461E-03  4.709560E-02  3.683420E-01
   5611  4.613727744896E-05  7.539586E-02  1.889295E-03  7.174676E-03  4.709794E-02  3.683674E-01
   5612  4.614148894826E-05  7.539538E-02  1.889309E-03  7.174827E-03  4.709956E-02  3.683851E-01
   5613  4.614467213406E-05  7.539502E-02  1.889319E-03  7.174940E-03  4.710079E-02  3.683985E-01
   5614  4.614722692949E-05  7.539472E-02  1.889327E-03  7.175031E-03  4.710178E-02  3.684092E-01
   5615  4.615682407156E-05  7.539363E-02  1.889358E-03  7.175373E-03  4.710548E-02  3.684495E-01
   5616  4.616286756046E-05  7.539294E-02  1.889378E-03  7.175589E-03  4.710782E-02  3.684750E-01
   5617  4.616707993994E-05  7.539246E-02  1.889391E-03  7.175739E-03  4.710944E-02  3.684927E-01
   5618  4.617026401769E-05  7.539210E-02  1.889401E-03  7.175852E-03  4.711067E-02  3.685060E-01
   5619  4.617281946277E-05  7.539181E-02  1.889410E-03  7.175943E-03  4.711166E-02  3.685168E-01
   5620  4.618241826332E-05  7.539071E-02  1.889441E-03  7.176285E-03  4.711536E-02  3.685571E-01
   5621  4.618846321418E-05  7.539002E-02  1.889460E-03  7.176500E-03  4.711769E-02  3.685825E-01
   5622  4.619267647584E-05  7.538954E-02  1.889474E-03  7.176650E-03  4.711932E-02  3.686002E-01
   5623  4.619586144822E-05  7.538917E-02  1.889484E-03  7.176764E-03  4.712055E-02  3.686136E-01
   5624  4.619841754467E-05  7.538888E-02  1.889492E-03  7.176855E-03  4.712153E-02  3.686243E-01
   5625  4.620801800557E-05  7.538779E-02  1.889523E-03  7.177196E-03  4.712523E-02  3.686646E-01
   5626  4.621406442009E-05  7.538709E-02  1.889542E-03  7.177411E-03  4.712757E-02  3.686900E-01
   5627  4.621827856542E-05  7.538661E-02  1.889556E-03  7.177561E-03  4.712919E-02  3.687077E-01
   5628  4.622146443359E-05  7.538625E-02  1.889566E-03  7.177675E-03  4.713042E-02  3.687211E-01
   5629  4.622402118212E-05  7.538596E-02  1.889574E-03  7.177766E-03  4.713140E-02  3.687318E-01
   5630  4.623362330680E-05  7.538486E-02  1.889605E-03  7.178107E-03  4.713510E-02  3.687722E-01
   5631  4.623967118758E-05  7.538417E-02  1.889624E-03  7.178322E-03  4.713743E-02  3.687975E-01
   5632  4.624388621593E-05  7.538368E-02  1.889638E-03  7.178472E-03  4.713906E-02  3.688152E-01
   5633  4.624707297817E-05  7.538332E-02  1.889648E-03  7.178585E-03  4.714029E-02  3.688286E-01
   5634  4.624963037787E-05  7.538303E-02  1.889656E-03  7.178676E-03  4.714127E-02  3.688393E-01
   5635  4.625923417131E-05  7.538193E-02  1.889687E-03  7.179017E-03  4.714497E-02  3.688796E-01
   5636  4.626528352004E-05  7.538123E-02  1.889706E-03  7.179232E-03  4.714730E-02  3.689050E-01
   5637  4.626949943445E-05  7.538075E-02  1.889720E-03  7.179381E-03  4.714892E-02  3.689227E-01
   5638  4.627268709466E-05  7.538039E-02  1.889730E-03  7.179495E-03  4.715015E-02  3.689361E-01
   5639  4.627524514745E-05  7.538009E-02  1.889738E-03  7.179585E-03  4.715113E-02  3.689468E-01
   5640  4.628485061098E-05  7.537899E-02  1.889769E-03  7.179926E-03  4.715483E-02  3.689871E-01
   5641  4.629090142943E-05  7.537830E-02  1.889788E-03  7.180141E-03  4.715716E-02  3.690125E-01
   5642  4.629511823197E-05  7.537782E-02  1.889802E-03  7.180290E-03  4.715878E-02  3.690301E-01
   5643  4.629830679183E-05  7.537745E-02  1.889812E-03  7.180404E-03  4.716001E-02  3.690435E-01
   5644  4.630086549930E-05  7.537716E-02  1.889820E-03  7.180494E-03  4.716099E-02  3.690542E-01
   5645  4.631047263215E-05  7.537606E-02  1.889851E-03  7.180835E-03  4.716469E-02  3.690945E-01
   5646  4.631652492100E-05  7.537536E-02  1.889870E-03  7.181049E-03  4.716701E-02  3.691199E-01
   5647  4.632074260977E-05  7.537488E-02  1.889883E-03  7.181199E-03  4.716864E-02  3.691376E-01
   5648  4.632393206886E-05  7.537451E-02  1.889893E-03  7.181312E-03  4.716986E-02  3.691509E-01
   5649  4.632649143082E-05  7.537422E-02  1.889902E-03  7.181403E-03  4.717085E-02  3.691616E-01
   5650  4.633610023762E-05  7.537311E-02  1.889932E-03  7.181743E-03  4.717454E-02  3.692019E-01
   5651  4.634215400035E-05  7.537242E-02  1.889951E-03  7.181957E-03  4.717686E-02  3.692273E-01
   5652  4.634637257937E-05  7.537193E-02  1.889965E-03  7.182107E-03  4.717849E-02  3.692449E-01
   5653  4.634956294141E-05  7.537157E-02  1.889975E-03  7.182220E-03  4.717971E-02  3.692583E-01
   5654  4.635212296038E-05  7.537127E-02  1.889983E-03  7.182310E-03  4.718069E-02  3.692690E-01
   5655  4.636173344587E-05  7.537017E-02  1.890014E-03  7.182650E-03  4.718439E-02  3.693093E-01
   5656  4.636778868486E-05  7.536947E-02  1.890033E-03  7.182865E-03  4.718671E-02  3.693346E-01
   5657  4.637200815448E-05  7.536899E-02  1.890046E-03  7.183014E-03  4.718833E-02  3.693523E-01
   5658  4.637519941760E-05  7.536862E-02  1.890056E-03  7.183127E-03  4.718956E-02  3.693657E-01
   5659  4.637776009319E-05  7.536833E-02  1.890064E-03  7.183217E-03  4.719054E-02  3.693764E-01
   5660  4.638737225487E-05  7.536722E-02  1.890095E-03  7.183557E-03  4.719423E-02  3.694166E-01
   5661  4.639342896763E-05  7.536652E-02  1.890114E-03  7.183771E-03  4.719655E-02  3.694420E-01
   5662  4.639764932542E-05  7.536604E-02  1.890127E-03  7.183920E-03  4.719817E-02  3.694596E-01
   5663  4.640084149006E-05  7.536567E-02  1.890138E-03  7.184033E-03  4.719940E-02  3.694730E-01
   5664  4.640340282266E-05  7.536537E-02  1.890146E-03  7.184124E-03  4.720038E-02  3.694837E-01
   5665  4.641301667021E-05  7.536427E-02  1.890176E-03  7.184463E-03  4.720407E-02  3.695239E-01
   5666  4.641907486508E-05  7.536357E-02  1.890195E-03  7.184677E-03  4.720639E-02  3.695493E-01
   5667  4.642329611775E-05  7.536308E-02  1.890209E-03  7.184826E-03  4.720801E-02  3.695669E-01
   5668  4.642648918844E-05  7.536272E-02  1.890219E-03  7.184939E-03  4.720924E-02  3.695803E-01
   5669  4.642905118062E-05  7.536242E-02  1.890227E-03  7.185029E-03  4.721022E-02  3.695910E-01
   5670  4.643866671305E-05  7.536131E-02  1.890257E-03  7.185369E-03  4.721390E-02  3.696312E-01
   5671  4.644472638784E-05  7.536061E-02  1.890276E-03  7.185582E-03  4.721623E-02  3.696565E-01
   5672  4.644894853321E-05  7.536013E-02  1.890290E-03  7.185731E-03  4.721785E-02  3.696742E-01
   5673  4.645214250924E-05  7.535976E-02  1.890300E-03  7.185844E-03  4.721907E-02  3.696875E-01
   5674  4.645470516077E-05  7.535946E-02  1.890308E-03  7.185934E-03  4.722005E-02  3.696983E-01
   5675  4.646432237624E-05  7.535835E-02  1.890338E-03  7.186274E-03  4.722374E-02  3.697385E-01
   5676  4.647038353213E-05  7.535765E-02  1.890357E-03  7.186487E-03  4.722606E-02  3.697638E-01
   5677  4.647460657051E-05  7.535717E-02  1.890370E-03  7.186636E-03  4.722768E-02  3.697814E-01
   5678  4.647780145207E-05  7.535680E-02  1.890380E-03  7.186749E-03  4.722890E-02  3.697948E-01
   5679  4.648036476381E-05  7.535650E-02  1.890389E-03  7.186839E-03  4.722988E-02  3.698055E-01
   5680  4.648998366650E-05  7.535539E-02  1.890419E-03  7.187178E-03  4.723356E-02  3.698457E-01
   5681  4.649604630454E-05  7.535469E-02  1.890438E-03  7.187391E-03  4.723588E-02  3.698710E-01
   5682  4.650027023878E-05  7.535420E-02  1.890451E-03  7.187540E-03  4.723750E-02  3.698886E-01
   5683  4.650346602932E-05  7.535383E-02  1.890461E-03  7.187652E-03  4.723872E-02  3.699020E-01
   5684  4.650603000275E-05  7.535354E-02  1.890469E-03  7.187743E-03  4.723970E-02  3.699127E-01
   5685  4.651565059589E-05  7.535242E-02  1.890499E-03  7.188081E-03  4.724339E-02  3.699529E-01
   5686  4.652171472045E-05  7.535172E-02  1.890518E-03  7.188295E-03  4.724571E-02  3.699782E-01
   5687  4.652593955130E-05  7.535123E-02  1.890532E-03  7.188443E-03  4.724732E-02  3.699958E-01
   5688  4.652913624986E-05  7.535086E-02  1.890542E-03  7.188556E-03  4.724854E-02  3.700092E-01
   5689  4.653170088456E-05  7.535057E-02  1.890550E-03  7.188646E-03  4.724953E-02  3.700199E-01
   5690  4.654132317116E-05  7.534945E-02  1.890580E-03  7.188984E-03  4.725320E-02  3.700600E-01
   5691  4.654738878415E-05  7.534875E-02  1.890599E-03  7.189197E-03  4.725552E-02  3.700854E-01
   5692  4.655161451318E-05  7.534826E-02  1.890612E-03  7.189346E-03  4.725714E-02  3.701030E-01
   5693  4.655481212290E-05  7.534789E-02  1.890622E-03  7.189458E-03  4.725836E-02  3.701163E-01
   5694  4.655737742149E-05  7.534760E-02  1.890630E-03  7.189548E-03  4.725934E-02  3.701270E-01
   5695  4.656700140734E-05  7.534648E-02  1.890660E-03  7.189886E-03  4.726302E-02  3.701672E-01
   5696  4.657306850922E-05  7.534578E-02  1.890679E-03  7.190100E-03  4.726534E-02  3.701925E-01
   5697  4.657729513857E-05  7.534529E-02  1.890692E-03  7.190248E-03  4.726695E-02  3.702101E-01
   5698  4.658049366056E-05  7.534492E-02  1.890702E-03  7.190360E-03  4.726817E-02  3.702235E-01
   5699  4.658305962284E-05  7.534462E-02  1.890710E-03  7.190450E-03  4.726915E-02  3.702342E-01
   5700  4.659268530902E-05  7.534350E-02  1.890740E-03  7.190788E-03  4.727283E-02  3.702743E-01
