 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                ca40          ti44          cr48          fe52          ni56 
   5701  4.659875390327E-05  7.534280E-02  1.890759E-03  7.191001E-03  4.727515E-02  3.702996E-01
   5702  4.660298143390E-05  7.534231E-02  1.890772E-03  7.191149E-03  4.727676E-02  3.703172E-01
   5703  4.660618086892E-05  7.534194E-02  1.890782E-03  7.191262E-03  4.727798E-02  3.703306E-01
   5704  4.660874749619E-05  7.534164E-02  1.890790E-03  7.191352E-03  4.727896E-02  3.703413E-01
   5705  4.661837488061E-05  7.534052E-02  1.890820E-03  7.191689E-03  4.728263E-02  3.703814E-01
   5706  4.662444496753E-05  7.533982E-02  1.890839E-03  7.191902E-03  4.728495E-02  3.704067E-01
   5707  4.662867339769E-05  7.533933E-02  1.890852E-03  7.192050E-03  4.728656E-02  3.704243E-01
   5708  4.663187374566E-05  7.533896E-02  1.890862E-03  7.192162E-03  4.728779E-02  3.704376E-01
   5709  4.663444103823E-05  7.533866E-02  1.890870E-03  7.192252E-03  4.728876E-02  3.704483E-01
   5710  4.664407012882E-05  7.533754E-02  1.890900E-03  7.192590E-03  4.729244E-02  3.704885E-01
   5711  4.665014171225E-05  7.533683E-02  1.890919E-03  7.192802E-03  4.729475E-02  3.705137E-01
   5712  4.665437104622E-05  7.533634E-02  1.890932E-03  7.192950E-03  4.729636E-02  3.705314E-01
   5713  4.665757230931E-05  7.533597E-02  1.890942E-03  7.193062E-03  4.729758E-02  3.705447E-01
   5714  4.666014026903E-05  7.533567E-02  1.890950E-03  7.193152E-03  4.729856E-02  3.705554E-01
   5715  4.666977105973E-05  7.533455E-02  1.890980E-03  7.193489E-03  4.730223E-02  3.705955E-01
   5716  4.667584413541E-05  7.533385E-02  1.890999E-03  7.193702E-03  4.730455E-02  3.706208E-01
   5717  4.668007437092E-05  7.533335E-02  1.891012E-03  7.193850E-03  4.730616E-02  3.706384E-01
   5718  4.668327655033E-05  7.533298E-02  1.891022E-03  7.193962E-03  4.730738E-02  3.706517E-01
   5719  4.668584517742E-05  7.533268E-02  1.891030E-03  7.194052E-03  4.730836E-02  3.706624E-01
   5720  4.669547768372E-05  7.533156E-02  1.891060E-03  7.194388E-03  4.731203E-02  3.707025E-01
   5721  4.670155226304E-05  7.533085E-02  1.891079E-03  7.194601E-03  4.731434E-02  3.707278E-01
   5722  4.670578340693E-05  7.533036E-02  1.891092E-03  7.194749E-03  4.731595E-02  3.707454E-01
   5723  4.670898650536E-05  7.532999E-02  1.891102E-03  7.194861E-03  4.731717E-02  3.707587E-01
   5724  4.671155580223E-05  7.532969E-02  1.891109E-03  7.194950E-03  4.731815E-02  3.707694E-01
   5725  4.672119002760E-05  7.532857E-02  1.891139E-03  7.195287E-03  4.732182E-02  3.708095E-01
   5726  4.672726611145E-05  7.532786E-02  1.891158E-03  7.195499E-03  4.732413E-02  3.708347E-01
   5727  4.673149816271E-05  7.532737E-02  1.891171E-03  7.195647E-03  4.732574E-02  3.708523E-01
   5728  4.673470218073E-05  7.532699E-02  1.891181E-03  7.195759E-03  4.732696E-02  3.708657E-01
   5729  4.673727214761E-05  7.532669E-02  1.891189E-03  7.195849E-03  4.732794E-02  3.708763E-01
   5730  4.674690808809E-05  7.532557E-02  1.891219E-03  7.196185E-03  4.733160E-02  3.709164E-01
   5731  4.675298567524E-05  7.532486E-02  1.891237E-03  7.196397E-03  4.733391E-02  3.709417E-01
   5732  4.675721863654E-05  7.532437E-02  1.891250E-03  7.196545E-03  4.733552E-02  3.709593E-01
   5733  4.676042357751E-05  7.532399E-02  1.891260E-03  7.196656E-03  4.733674E-02  3.709726E-01
   5734  4.676299421686E-05  7.532369E-02  1.891268E-03  7.196746E-03  4.733772E-02  3.709833E-01
   5735  4.677263187128E-05  7.532257E-02  1.891298E-03  7.197082E-03  4.734138E-02  3.710233E-01
   5736  4.677871096152E-05  7.532186E-02  1.891317E-03  7.197294E-03  4.734369E-02  3.710486E-01
   5737  4.678294482933E-05  7.532136E-02  1.891330E-03  7.197442E-03  4.734530E-02  3.710662E-01
   5738  4.678615068889E-05  7.532099E-02  1.891339E-03  7.197553E-03  4.734652E-02  3.710795E-01
   5739  4.678872199795E-05  7.532069E-02  1.891347E-03  7.197643E-03  4.734750E-02  3.710902E-01
   5740  4.679836137184E-05  7.531956E-02  1.891377E-03  7.197979E-03  4.735116E-02  3.711302E-01
   5741  4.680444196824E-05  7.531885E-02  1.891396E-03  7.198190E-03  4.735347E-02  3.711555E-01
   5742  4.680867674579E-05  7.531836E-02  1.891409E-03  7.198338E-03  4.735508E-02  3.711731E-01
   5743  4.681188352866E-05  7.531798E-02  1.891418E-03  7.198450E-03  4.735630E-02  3.711864E-01
   5744  4.681445551059E-05  7.531768E-02  1.891426E-03  7.198539E-03  4.735727E-02  3.711971E-01
   5745  4.682409661321E-05  7.531656E-02  1.891456E-03  7.198875E-03  4.736093E-02  3.712371E-01
   5746  4.683017872171E-05  7.531584E-02  1.891474E-03  7.199086E-03  4.736324E-02  3.712623E-01
   5747  4.683441441246E-05  7.531535E-02  1.891487E-03  7.199234E-03  4.736485E-02  3.712799E-01
   5748  4.683762212006E-05  7.531497E-02  1.891497E-03  7.199345E-03  4.736607E-02  3.712932E-01
   5749  4.684019477567E-05  7.531467E-02  1.891505E-03  7.199435E-03  4.736704E-02  3.713039E-01
   5750  4.684983759867E-05  7.531354E-02  1.891535E-03  7.199770E-03  4.737070E-02  3.713439E-01
   5751  4.685592121575E-05  7.531283E-02  1.891553E-03  7.199982E-03  4.737301E-02  3.713692E-01
   5752  4.686015781912E-05  7.531234E-02  1.891566E-03  7.200129E-03  4.737462E-02  3.713868E-01
   5753  4.686336645144E-05  7.531196E-02  1.891576E-03  7.200240E-03  4.737583E-02  3.714001E-01
   5754  4.686593978137E-05  7.531166E-02  1.891584E-03  7.200330E-03  4.737681E-02  3.714107E-01
   5755  4.687558433678E-05  7.531053E-02  1.891613E-03  7.200665E-03  4.738047E-02  3.714507E-01
   5756  4.688166946815E-05  7.530982E-02  1.891632E-03  7.200876E-03  4.738277E-02  3.714760E-01
   5757  4.688590698433E-05  7.530932E-02  1.891645E-03  7.201023E-03  4.738438E-02  3.714936E-01
   5758  4.688911654264E-05  7.530894E-02  1.891655E-03  7.201135E-03  4.738560E-02  3.715069E-01
   5759  4.689169054726E-05  7.530864E-02  1.891662E-03  7.201224E-03  4.738657E-02  3.715175E-01
   5760  4.690133683144E-05  7.530751E-02  1.891692E-03  7.201559E-03  4.739023E-02  3.715575E-01
   5761  4.690742347736E-05  7.530680E-02  1.891710E-03  7.201770E-03  4.739253E-02  3.715828E-01
   5762  4.691166190953E-05  7.530630E-02  1.891723E-03  7.201917E-03  4.739414E-02  3.716003E-01
   5763  4.691487239694E-05  7.530592E-02  1.891733E-03  7.202029E-03  4.739535E-02  3.716136E-01
   5764  4.691744707927E-05  7.530562E-02  1.891741E-03  7.202118E-03  4.739633E-02  3.716243E-01
   5765  4.692709510374E-05  7.530449E-02  1.891770E-03  7.202452E-03  4.739998E-02  3.716643E-01
   5766  4.693318326945E-05  7.530377E-02  1.891789E-03  7.202663E-03  4.740229E-02  3.716895E-01
   5767  4.693742261825E-05  7.530328E-02  1.891802E-03  7.202810E-03  4.740389E-02  3.717071E-01
   5768  4.694063403432E-05  7.530290E-02  1.891811E-03  7.202922E-03  4.740511E-02  3.717204E-01
   5769  4.694320939337E-05  7.530260E-02  1.891819E-03  7.203011E-03  4.740608E-02  3.717310E-01
   5770  4.695285914732E-05  7.530146E-02  1.891849E-03  7.203345E-03  4.740974E-02  3.717710E-01
   5771  4.695894882964E-05  7.530075E-02  1.891867E-03  7.203556E-03  4.741204E-02  3.717962E-01
   5772  4.696318909612E-05  7.530025E-02  1.891880E-03  7.203703E-03  4.741364E-02  3.718138E-01
   5773  4.696640144305E-05  7.529987E-02  1.891890E-03  7.203814E-03  4.741486E-02  3.718271E-01
   5774  4.696897748077E-05  7.529957E-02  1.891897E-03  7.203903E-03  4.741583E-02  3.718378E-01
   5775  4.697862897188E-05  7.529843E-02  1.891927E-03  7.204237E-03  4.741948E-02  3.718777E-01
   5776  4.698472017284E-05  7.529772E-02  1.891945E-03  7.204448E-03  4.742179E-02  3.719029E-01
   5777  4.698896135753E-05  7.529722E-02  1.891958E-03  7.204595E-03  4.742339E-02  3.719205E-01
   5778  4.699217463554E-05  7.529684E-02  1.891968E-03  7.204706E-03  4.742461E-02  3.719338E-01
   5779  4.699475135229E-05  7.529654E-02  1.891975E-03  7.204795E-03  4.742558E-02  3.719444E-01
   5780  4.700440458823E-05  7.529540E-02  1.892005E-03  7.205129E-03  4.742923E-02  3.719844E-01
   5781  4.701049731339E-05  7.529468E-02  1.892023E-03  7.205340E-03  4.743153E-02  3.720096E-01
   5782  4.701473941876E-05  7.529418E-02  1.892036E-03  7.205486E-03  4.743313E-02  3.720272E-01
   5783  4.701795362941E-05  7.529381E-02  1.892046E-03  7.205597E-03  4.743435E-02  3.720404E-01
   5784  4.702053102640E-05  7.529350E-02  1.892053E-03  7.205687E-03  4.743532E-02  3.720511E-01
   5785  4.703018600900E-05  7.529236E-02  1.892082E-03  7.206020E-03  4.743897E-02  3.720910E-01
   5786  4.703628025957E-05  7.529165E-02  1.892101E-03  7.206231E-03  4.744127E-02  3.721162E-01
   5787  4.704052328506E-05  7.529115E-02  1.892114E-03  7.206377E-03  4.744287E-02  3.721338E-01
   5788  4.704373842953E-05  7.529077E-02  1.892123E-03  7.206488E-03  4.744408E-02  3.721471E-01
   5789  4.704631650747E-05  7.529046E-02  1.892131E-03  7.206577E-03  4.744506E-02  3.721577E-01
   5790  4.705597323564E-05  7.528933E-02  1.892160E-03  7.206910E-03  4.744870E-02  3.721977E-01
   5791  4.706206901234E-05  7.528861E-02  1.892179E-03  7.207121E-03  4.745100E-02  3.722229E-01
   5792  4.706631296258E-05  7.528811E-02  1.892191E-03  7.207267E-03  4.745261E-02  3.722404E-01
   5793  4.706952904434E-05  7.528773E-02  1.892201E-03  7.207378E-03  4.745382E-02  3.722537E-01
   5794  4.707210780624E-05  7.528742E-02  1.892209E-03  7.207467E-03  4.745479E-02  3.722643E-01
   5795  4.708176628734E-05  7.528628E-02  1.892238E-03  7.207800E-03  4.745844E-02  3.723043E-01
   5796  4.708786359415E-05  7.528556E-02  1.892256E-03  7.208010E-03  4.746073E-02  3.723294E-01
   5797  4.709210846716E-05  7.528506E-02  1.892269E-03  7.208157E-03  4.746234E-02  3.723470E-01
   5798  4.709532548455E-05  7.528468E-02  1.892278E-03  7.208268E-03  4.746355E-02  3.723603E-01
   5799  4.709790492841E-05  7.528438E-02  1.892286E-03  7.208357E-03  4.746452E-02  3.723709E-01
   5800  4.710756515532E-05  7.528324E-02  1.892315E-03  7.208689E-03  4.746816E-02  3.724108E-01
   5801  4.711366398909E-05  7.528252E-02  1.892333E-03  7.208899E-03  4.747046E-02  3.724360E-01
   5802  4.711790978595E-05  7.528201E-02  1.892346E-03  7.209046E-03  4.747206E-02  3.724535E-01
   5803  4.712112774115E-05  7.528163E-02  1.892356E-03  7.209156E-03  4.747327E-02  3.724668E-01
   5804  4.712370786867E-05  7.528133E-02  1.892364E-03  7.209245E-03  4.747425E-02  3.724775E-01
   5805  4.713336985333E-05  7.528019E-02  1.892392E-03  7.209578E-03  4.747789E-02  3.725174E-01
   5806  4.713947022007E-05  7.527947E-02  1.892411E-03  7.209788E-03  4.748018E-02  3.725425E-01
   5807  4.714371694470E-05  7.527896E-02  1.892423E-03  7.209934E-03  4.748178E-02  3.725601E-01
   5808  4.714693583929E-05  7.527858E-02  1.892433E-03  7.210045E-03  4.748300E-02  3.725734E-01
   5809  4.714951665288E-05  7.527828E-02  1.892441E-03  7.210133E-03  4.748397E-02  3.725840E-01
   5810  4.715918039696E-05  7.527713E-02  1.892470E-03  7.210466E-03  4.748761E-02  3.726239E-01
   5811  4.716528229998E-05  7.527641E-02  1.892488E-03  7.210676E-03  4.748990E-02  3.726491E-01
   5812  4.716952995076E-05  7.527591E-02  1.892501E-03  7.210822E-03  4.749150E-02  3.726666E-01
   5813  4.717274978623E-05  7.527553E-02  1.892510E-03  7.210932E-03  4.749271E-02  3.726799E-01
   5814  4.717533128696E-05  7.527522E-02  1.892518E-03  7.211021E-03  4.749368E-02  3.726905E-01
   5815  4.718499679725E-05  7.527408E-02  1.892547E-03  7.211353E-03  4.749732E-02  3.727304E-01
   5816  4.719110024015E-05  7.527335E-02  1.892565E-03  7.211563E-03  4.749962E-02  3.727555E-01
   5817  4.719534882238E-05  7.527285E-02  1.892577E-03  7.211709E-03  4.750122E-02  3.727731E-01
   5818  4.719856960096E-05  7.527247E-02  1.892587E-03  7.211819E-03  4.750243E-02  3.727863E-01
   5819  4.720115178782E-05  7.527216E-02  1.892595E-03  7.211908E-03  4.750340E-02  3.727970E-01
   5820  4.721081906061E-05  7.527102E-02  1.892624E-03  7.212240E-03  4.750703E-02  3.728368E-01
   5821  4.721692404173E-05  7.527029E-02  1.892642E-03  7.212449E-03  4.750933E-02  3.728620E-01
   5822  4.722117355489E-05  7.526979E-02  1.892654E-03  7.212595E-03  4.751093E-02  3.728795E-01
   5823  4.722439527776E-05  7.526941E-02  1.892664E-03  7.212706E-03  4.751214E-02  3.728928E-01
   5824  4.722697815343E-05  7.526910E-02  1.892672E-03  7.212794E-03  4.751311E-02  3.729034E-01
   5825  4.723664719918E-05  7.526795E-02  1.892700E-03  7.213126E-03  4.751674E-02  3.729433E-01
   5826  4.724275372473E-05  7.526723E-02  1.892718E-03  7.213335E-03  4.751903E-02  3.729684E-01
   5827  4.724700416972E-05  7.526672E-02  1.892731E-03  7.213481E-03  4.752063E-02  3.729859E-01
   5828  4.725022683724E-05  7.526634E-02  1.892741E-03  7.213591E-03  4.752184E-02  3.729992E-01
   5829  4.725281040272E-05  7.526603E-02  1.892748E-03  7.213680E-03  4.752281E-02  3.730098E-01
   5830  4.726248120856E-05  7.526489E-02  1.892777E-03  7.214011E-03  4.752644E-02  3.730497E-01
   5831  4.726858927048E-05  7.526416E-02  1.892795E-03  7.214220E-03  4.752874E-02  3.730748E-01
   5832  4.727284064647E-05  7.526366E-02  1.892808E-03  7.214366E-03  4.753033E-02  3.730923E-01
   5833  4.727606425892E-05  7.526327E-02  1.892817E-03  7.214476E-03  4.753154E-02  3.731056E-01
   5834  4.727864851492E-05  7.526297E-02  1.892825E-03  7.214565E-03  4.753251E-02  3.731162E-01
   5835  4.728832110278E-05  7.526182E-02  1.892853E-03  7.214896E-03  4.753614E-02  3.731560E-01
   5836  4.729443071599E-05  7.526109E-02  1.892871E-03  7.215105E-03  4.753844E-02  3.731812E-01
   5837  4.729868302788E-05  7.526058E-02  1.892884E-03  7.215251E-03  4.754003E-02  3.731987E-01
   5838  4.730190758880E-05  7.526020E-02  1.892894E-03  7.215361E-03  4.754124E-02  3.732120E-01
   5839  4.730449253551E-05  7.525989E-02  1.892901E-03  7.215449E-03  4.754221E-02  3.732226E-01
   5840  4.731416689545E-05  7.525874E-02  1.892930E-03  7.215780E-03  4.754584E-02  3.732624E-01
   5841  4.732027805530E-05  7.525802E-02  1.892948E-03  7.215989E-03  4.754813E-02  3.732875E-01
   5842  4.732453130287E-05  7.525751E-02  1.892960E-03  7.216135E-03  4.754972E-02  3.733050E-01
   5843  4.732775681383E-05  7.525713E-02  1.892970E-03  7.216245E-03  4.755093E-02  3.733183E-01
   5844  4.733034245334E-05  7.525682E-02  1.892977E-03  7.216333E-03  4.755190E-02  3.733289E-01
   5845  4.734001858845E-05  7.525567E-02  1.893006E-03  7.216664E-03  4.755553E-02  3.733687E-01
   5846  4.734613129549E-05  7.525494E-02  1.893024E-03  7.216873E-03  4.755782E-02  3.733939E-01
   5847  4.735038547967E-05  7.525443E-02  1.893036E-03  7.217018E-03  4.755941E-02  3.734114E-01
   5848  4.735361193928E-05  7.525405E-02  1.893046E-03  7.217128E-03  4.756062E-02  3.734246E-01
   5849  4.735619827123E-05  7.525374E-02  1.893054E-03  7.217216E-03  4.756159E-02  3.734352E-01
   5850  4.736587618678E-05  7.525258E-02  1.893082E-03  7.217547E-03  4.756522E-02  3.734750E-01
   5851  4.737199044477E-05  7.525186E-02  1.893100E-03  7.217755E-03  4.756751E-02  3.735002E-01
   5852  4.737624556730E-05  7.525135E-02  1.893112E-03  7.217901E-03  4.756910E-02  3.735176E-01
   5853  4.737947297860E-05  7.525096E-02  1.893122E-03  7.218011E-03  4.757031E-02  3.735309E-01
   5854  4.738206000487E-05  7.525066E-02  1.893130E-03  7.218099E-03  4.757128E-02  3.735415E-01
   5855  4.739173970753E-05  7.524950E-02  1.893158E-03  7.218429E-03  4.757490E-02  3.735813E-01
   5856  4.739785552267E-05  7.524877E-02  1.893176E-03  7.218638E-03  4.757719E-02  3.736064E-01
   5857  4.740211158401E-05  7.524826E-02  1.893188E-03  7.218783E-03  4.757878E-02  3.736239E-01
   5858  4.740533994794E-05  7.524788E-02  1.893198E-03  7.218893E-03  4.757999E-02  3.736372E-01
   5859  4.740792767067E-05  7.524757E-02  1.893205E-03  7.218981E-03  4.758096E-02  3.736478E-01
   5860  4.741760915697E-05  7.524641E-02  1.893234E-03  7.219311E-03  4.758458E-02  3.736876E-01
   5861  4.742372652329E-05  7.524568E-02  1.893252E-03  7.219519E-03  4.758687E-02  3.737127E-01
   5862  4.742798352507E-05  7.524517E-02  1.893264E-03  7.219664E-03  4.758846E-02  3.737301E-01
   5863  4.743121284235E-05  7.524479E-02  1.893274E-03  7.219774E-03  4.758967E-02  3.737434E-01
   5864  4.743380126012E-05  7.524448E-02  1.893281E-03  7.219862E-03  4.759063E-02  3.737540E-01
   5865  4.744348453612E-05  7.524332E-02  1.893309E-03  7.220192E-03  4.759425E-02  3.737938E-01
   5866  4.744960346057E-05  7.524259E-02  1.893327E-03  7.220400E-03  4.759654E-02  3.738189E-01
   5867  4.745386140390E-05  7.524208E-02  1.893340E-03  7.220545E-03  4.759813E-02  3.738364E-01
   5868  4.745709167631E-05  7.524170E-02  1.893349E-03  7.220655E-03  4.759934E-02  3.738496E-01
   5869  4.745968079052E-05  7.524139E-02  1.893357E-03  7.220743E-03  4.760031E-02  3.738602E-01
   5870  4.746936586403E-05  7.524023E-02  1.893385E-03  7.221072E-03  4.760392E-02  3.739000E-01
   5871  4.747548635168E-05  7.523950E-02  1.893403E-03  7.221281E-03  4.760621E-02  3.739251E-01
   5872  4.747974524044E-05  7.523899E-02  1.893415E-03  7.221425E-03  4.760780E-02  3.739425E-01
   5873  4.748297647095E-05  7.523860E-02  1.893425E-03  7.221535E-03  4.760901E-02  3.739558E-01
   5874  4.748556628557E-05  7.523829E-02  1.893432E-03  7.221623E-03  4.760998E-02  3.739664E-01
   5875  4.749525315658E-05  7.523713E-02  1.893460E-03  7.221952E-03  4.761359E-02  3.740061E-01
   5876  4.750137520669E-05  7.523640E-02  1.893478E-03  7.222160E-03  4.761588E-02  3.740312E-01
   5877  4.751897560625E-05  7.523429E-02  1.893529E-03  7.222758E-03  4.762244E-02  3.741034E-01
   5878  4.752496092113E-05  7.523357E-02  1.893547E-03  7.222961E-03  4.762468E-02  3.741279E-01
   5879  4.752915970059E-05  7.523307E-02  1.893559E-03  7.223104E-03  4.762624E-02  3.741451E-01
   5880  4.753234884626E-05  7.523269E-02  1.893568E-03  7.223212E-03  4.762743E-02  3.741582E-01
   5881  4.753491631983E-05  7.523238E-02  1.893576E-03  7.223299E-03  4.762839E-02  3.741687E-01
   5882  4.754456450477E-05  7.523122E-02  1.893604E-03  7.223626E-03  4.763199E-02  3.742082E-01
   5883  4.755066489359E-05  7.523049E-02  1.893621E-03  7.223833E-03  4.763426E-02  3.742332E-01
   5884  4.755491540386E-05  7.522998E-02  1.893634E-03  7.223977E-03  4.763585E-02  3.742506E-01
   5885  4.755814146856E-05  7.522959E-02  1.893643E-03  7.224087E-03  4.763705E-02  3.742638E-01
   5886  4.756072900542E-05  7.522928E-02  1.893650E-03  7.224174E-03  4.763801E-02  3.742744E-01
   5887  4.757041338076E-05  7.522812E-02  1.893678E-03  7.224502E-03  4.764162E-02  3.743141E-01
   5888  4.757653545082E-05  7.522739E-02  1.893696E-03  7.224710E-03  4.764390E-02  3.743392E-01
   5889  4.758079598836E-05  7.522688E-02  1.893708E-03  7.224854E-03  4.764549E-02  3.743566E-01
   5890  4.758402950042E-05  7.522649E-02  1.893718E-03  7.224964E-03  4.764670E-02  3.743698E-01
   5891  4.758662125497E-05  7.522618E-02  1.893725E-03  7.225051E-03  4.764766E-02  3.743804E-01
   5892  4.759631372866E-05  7.522501E-02  1.893753E-03  7.225380E-03  4.765127E-02  3.744201E-01
   5893  4.760244105578E-05  7.522428E-02  1.893771E-03  7.225587E-03  4.765355E-02  3.744452E-01
   5894  4.762005698923E-05  7.522216E-02  1.893822E-03  7.226183E-03  4.766011E-02  3.745173E-01
   5895  4.762605043228E-05  7.522144E-02  1.893839E-03  7.226386E-03  4.766234E-02  3.745418E-01
   5896  4.763025372530E-05  7.522093E-02  1.893851E-03  7.226528E-03  4.766390E-02  3.745590E-01
   5897  4.763344712239E-05  7.522055E-02  1.893860E-03  7.226636E-03  4.766509E-02  3.745720E-01
   5898  4.763601756289E-05  7.522024E-02  1.893868E-03  7.226723E-03  4.766605E-02  3.745825E-01
   5899  4.764567308910E-05  7.521908E-02  1.893895E-03  7.227049E-03  4.766964E-02  3.746220E-01
   5900  4.765177975059E-05  7.521834E-02  1.893913E-03  7.227255E-03  4.767191E-02  3.746470E-01
   5901  4.765603402237E-05  7.521783E-02  1.893925E-03  7.227399E-03  4.767349E-02  3.746644E-01
   5902  4.765926387227E-05  7.521744E-02  1.893935E-03  7.227508E-03  4.767469E-02  3.746776E-01
