 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
   3506  3.340412162427E-05  6.000000E+09  6.000000E+09  3.406676E+18  1.015158E+21  6.284583E+11  1.015158E+21  5.000000E-01 -2.486900E-14
   3507  3.341098964356E-05  6.000000E+09  6.000000E+09  3.406683E+18  1.014985E+21  6.284593E+11  1.014985E+21  5.000000E-01 -2.486900E-14
   3508  3.342972496016E-05  6.000000E+09  6.000000E+09  3.406702E+18  1.014492E+21  6.284619E+11  1.014492E+21  5.000000E-01 -2.486900E-14
   3509  3.343552828064E-05  6.000000E+09  6.000000E+09  3.406708E+18  1.014331E+21  6.284627E+11  1.014331E+21  5.000000E-01 -2.442491E-14
   3510  3.343952636732E-05  6.000000E+09  6.000000E+09  3.406712E+18  1.014216E+21  6.284633E+11  1.014216E+21  5.000000E-01 -2.442491E-14
   3511  3.345157519404E-05  6.000000E+09  6.000000E+09  3.406724E+18  1.013903E+21  6.284650E+11  1.013903E+21  5.000000E-01 -2.464695E-14
   3512  3.345844801083E-05  6.000000E+09  6.000000E+09  3.406731E+18  1.013730E+21  6.284659E+11  1.013730E+21  5.000000E-01 -2.486900E-14
   3513  3.347719670504E-05  6.000000E+09  6.000000E+09  3.406750E+18  1.013239E+21  6.284686E+11  1.013239E+21  5.000000E-01 -2.486900E-14
   3514  3.348300556089E-05  6.000000E+09  6.000000E+09  3.406756E+18  1.013078E+21  6.284694E+11  1.013078E+21  5.000000E-01 -2.442491E-14
   3515  3.348700620861E-05  6.000000E+09  6.000000E+09  3.406760E+18  1.012963E+21  6.284699E+11  1.012963E+21  5.000000E-01 -2.420286E-14
   3516  3.349906340424E-05  6.000000E+09  6.000000E+09  3.406772E+18  1.012651E+21  6.284716E+11  1.012651E+21  5.000000E-01 -2.442491E-14
   3517  3.350594104630E-05  6.000000E+09  6.000000E+09  3.406779E+18  1.012478E+21  6.284726E+11  1.012478E+21  5.000000E-01 -2.420286E-14
   3518  3.352470320822E-05  6.000000E+09  6.000000E+09  3.406798E+18  1.011987E+21  6.284752E+11  1.011987E+21  5.000000E-01 -2.486900E-14
   3519  3.353051763862E-05  6.000000E+09  6.000000E+09  3.406804E+18  1.011827E+21  6.284760E+11  1.011827E+21  5.000000E-01 -2.486900E-14
   3520  3.353452086864E-05  6.000000E+09  6.000000E+09  3.406808E+18  1.011711E+21  6.284766E+11  1.011711E+21  5.000000E-01 -2.509104E-14
   3521  3.354658651124E-05  6.000000E+09  6.000000E+09  3.406820E+18  1.011400E+21  6.284782E+11  1.011400E+21  5.000000E-01 -2.531308E-14
   3522  3.355346901837E-05  6.000000E+09  6.000000E+09  3.406827E+18  1.011228E+21  6.284792E+11  1.011228E+21  5.000000E-01 -2.531308E-14
   3523  3.357224472577E-05  6.000000E+09  6.000000E+09  3.406846E+18  1.010738E+21  6.284818E+11  1.010738E+21  5.000000E-01 -2.531308E-14
   3524  3.357806476324E-05  6.000000E+09  6.000000E+09  3.406852E+18  1.010577E+21  6.284826E+11  1.010577E+21  5.000000E-01 -2.486900E-14
   3525  3.358207059372E-05  6.000000E+09  6.000000E+09  3.406856E+18  1.010462E+21  6.284832E+11  1.010462E+21  5.000000E-01 -2.464695E-14
   3526  3.359414474161E-05  6.000000E+09  6.000000E+09  3.406868E+18  1.010151E+21  6.284849E+11  1.010151E+21  5.000000E-01 -2.509104E-14
   3527  3.360103214350E-05  6.000000E+09  6.000000E+09  3.406875E+18  1.009979E+21  6.284858E+11  1.009979E+21  5.000000E-01 -2.509104E-14
   3528  3.361982149591E-05  6.000000E+09  6.000000E+09  3.406894E+18  1.009490E+21  6.284885E+11  1.009490E+21  5.000000E-01 -2.553513E-14
   3529  3.362564718130E-05  6.000000E+09  6.000000E+09  3.406900E+18  1.009330E+21  6.284893E+11  1.009330E+21  5.000000E-01 -2.531308E-14
   3530  3.362965563099E-05  6.000000E+09  6.000000E+09  3.406904E+18  1.009215E+21  6.284898E+11  1.009215E+21  5.000000E-01 -2.531308E-14
   3531  3.364173831803E-05  6.000000E+09  6.000000E+09  3.406916E+18  1.008904E+21  6.284915E+11  1.008904E+21  5.000000E-01 -2.553513E-14
   3532  3.364863063454E-05  6.000000E+09  6.000000E+09  3.406923E+18  1.008732E+21  6.284925E+11  1.008732E+21  5.000000E-01 -2.575717E-14
   3533  3.366743370165E-05  6.000000E+09  6.000000E+09  3.406942E+18  1.008244E+21  6.284951E+11  1.008244E+21  5.000000E-01 -2.553513E-14
   3534  3.367326506792E-05  6.000000E+09  6.000000E+09  3.406948E+18  1.008084E+21  6.284959E+11  1.008084E+21  5.000000E-01 -2.531308E-14
   3535  3.367727615560E-05  6.000000E+09  6.000000E+09  3.406952E+18  1.007969E+21  6.284965E+11  1.007969E+21  5.000000E-01 -2.509104E-14
   3536  3.368936745879E-05  6.000000E+09  6.000000E+09  3.406964E+18  1.007659E+21  6.284981E+11  1.007659E+21  5.000000E-01 -2.509104E-14
   3537  3.369626472837E-05  6.000000E+09  6.000000E+09  3.406971E+18  1.007487E+21  6.284991E+11  1.007487E+21  5.000000E-01 -2.597922E-14
   3538  3.371508160365E-05  6.000000E+09  6.000000E+09  3.406990E+18  1.006999E+21  6.285017E+11  1.006999E+21  5.000000E-01 -2.575717E-14
   3539  3.372091868863E-05  6.000000E+09  6.000000E+09  3.406996E+18  1.006840E+21  6.285025E+11  1.006840E+21  5.000000E-01 -2.531308E-14
   3540  3.372493243185E-05  6.000000E+09  6.000000E+09  3.407000E+18  1.006725E+21  6.285031E+11  1.006725E+21  5.000000E-01 -2.531308E-14
   3541  3.373703241952E-05  6.000000E+09  6.000000E+09  3.407012E+18  1.006415E+21  6.285048E+11  1.006415E+21  5.000000E-01 -2.531308E-14
   3542  3.374393467741E-05  6.000000E+09  6.000000E+09  3.407019E+18  1.006244E+21  6.285057E+11  1.006244E+21  5.000000E-01 -2.464695E-14
   3543  3.376276546706E-05  6.000000E+09  6.000000E+09  3.407038E+18  1.005757E+21  6.285083E+11  1.005757E+21  5.000000E-01 -2.486900E-14
   3544  3.376860831369E-05  6.000000E+09  6.000000E+09  3.407044E+18  1.005597E+21  6.285092E+11  1.005597E+21  5.000000E-01 -2.486900E-14
   3545  3.377262473358E-05  6.000000E+09  6.000000E+09  3.407048E+18  1.005483E+21  6.285097E+11  1.005483E+21  5.000000E-01 -2.509104E-14
   3546  3.378473345651E-05  6.000000E+09  6.000000E+09  3.407060E+18  1.005174E+21  6.285114E+11  1.005174E+21  5.000000E-01 -2.509104E-14
   3547  3.379164072934E-05  6.000000E+09  6.000000E+09  3.407067E+18  1.005003E+21  6.285124E+11  1.005003E+21  5.000000E-01 -2.464695E-14
   3548  3.381048550549E-05  6.000000E+09  6.000000E+09  3.407086E+18  1.004516E+21  6.285150E+11  1.004516E+21  5.000000E-01 -2.464695E-14
   3549  3.381633414740E-05  6.000000E+09  6.000000E+09  3.407092E+18  1.004357E+21  6.285158E+11  1.004357E+21  5.000000E-01 -2.464695E-14
   3550  3.382035326365E-05  6.000000E+09  6.000000E+09  3.407096E+18  1.004243E+21  6.285163E+11  1.004243E+21  5.000000E-01 -2.420286E-14
   3551  3.383247078882E-05  6.000000E+09  6.000000E+09  3.407108E+18  1.003934E+21  6.285180E+11  1.003934E+21  5.000000E-01 -2.375877E-14
   3552  3.383938311122E-05  6.000000E+09  6.000000E+09  3.407115E+18  1.003763E+21  6.285190E+11  1.003763E+21  5.000000E-01 -2.398082E-14
   3553  3.385824198733E-05  6.000000E+09  6.000000E+09  3.407134E+18  1.003277E+21  6.285216E+11  1.003277E+21  5.000000E-01 -2.398082E-14
   3554  3.386409646910E-05  6.000000E+09  6.000000E+09  3.407140E+18  1.003118E+21  6.285224E+11  1.003118E+21  5.000000E-01 -2.375877E-14
   3555  3.386811830269E-05  6.000000E+09  6.000000E+09  3.407144E+18  1.003004E+21  6.285230E+11  1.003004E+21  5.000000E-01 -2.353673E-14
   3556  3.388024472423E-05  6.000000E+09  6.000000E+09  3.407156E+18  1.002696E+21  6.285247E+11  1.002696E+21  5.000000E-01 -2.264855E-14
   3557  3.388716214335E-05  6.000000E+09  6.000000E+09  3.407163E+18  1.002525E+21  6.285256E+11  1.002525E+21  5.000000E-01 -2.287059E-14
   3558  3.390603525489E-05  6.000000E+09  6.000000E+09  3.407182E+18  1.002040E+21  6.285282E+11  1.002040E+21  5.000000E-01 -2.353673E-14
   3559  3.391189562956E-05  6.000000E+09  6.000000E+09  3.407188E+18  1.001881E+21  6.285290E+11  1.001881E+21  5.000000E-01 -2.353673E-14
   3560  3.391592020675E-05  6.000000E+09  6.000000E+09  3.407192E+18  1.001767E+21  6.285296E+11  1.001767E+21  5.000000E-01 -2.353673E-14
   3561  3.392805557394E-05  6.000000E+09  6.000000E+09  3.407204E+18  1.001460E+21  6.285313E+11  1.001460E+21  5.000000E-01 -2.420286E-14
   3562  3.393497811580E-05  6.000000E+09  6.000000E+09  3.407211E+18  1.001289E+21  6.285322E+11  1.001289E+21  5.000000E-01 -2.398082E-14
   3563  3.395386550960E-05  6.000000E+09  6.000000E+09  3.407230E+18  1.000805E+21  6.285348E+11  1.000805E+21  5.000000E-01 -2.442491E-14
   3564  3.395973180208E-05  6.000000E+09  6.000000E+09  3.407236E+18  1.000646E+21  6.285357E+11  1.000646E+21  5.000000E-01 -2.442491E-14
   3565  3.396375913570E-05  6.000000E+09  6.000000E+09  3.407240E+18  1.000532E+21  6.285362E+11  1.000532E+21  5.000000E-01 -2.442491E-14
   3566  3.397590350281E-05  6.000000E+09  6.000000E+09  3.407252E+18  1.000225E+21  6.285379E+11  1.000225E+21  5.000000E-01 -2.442491E-14
   3567  3.398283119677E-05  6.000000E+09  6.000000E+09  3.407259E+18  1.000055E+21  6.285389E+11  1.000055E+21  5.000000E-01 -2.464695E-14
   3568  3.400173297603E-05  6.000000E+09  6.000000E+09  3.407278E+18  9.995714E+20  6.285415E+11  9.995714E+20  5.000000E-01 -2.553513E-14
   3569  3.400760523095E-05  6.000000E+09  6.000000E+09  3.407284E+18  9.994128E+20  6.285423E+11  9.994128E+20  5.000000E-01 -2.486900E-14
   3570  3.401163534552E-05  6.000000E+09  6.000000E+09  3.407288E+18  9.992992E+20  6.285428E+11  9.992992E+20  5.000000E-01 -2.442491E-14
   3571  3.402378880128E-05  6.000000E+09  6.000000E+09  3.407300E+18  9.989923E+20  6.285445E+11  9.989923E+20  5.000000E-01 -2.442491E-14
   3572  3.403072169186E-05  6.000000E+09  6.000000E+09  3.407307E+18  9.988226E+20  6.285455E+11  9.988226E+20  5.000000E-01 -2.442491E-14
   3573  3.404963798157E-05  6.000000E+09  6.000000E+09  3.407326E+18  9.983396E+20  6.285481E+11  9.983396E+20  5.000000E-01 -2.486900E-14
   3574  3.405551624802E-05  6.000000E+09  6.000000E+09  3.407331E+18  9.981812E+20  6.285489E+11  9.981812E+20  5.000000E-01 -2.509104E-14
   3575  3.405954916669E-05  6.000000E+09  6.000000E+09  3.407335E+18  9.980677E+20  6.285495E+11  9.980677E+20  5.000000E-01 -2.531308E-14
   3576  3.407171177065E-05  6.000000E+09  6.000000E+09  3.407348E+18  9.977612E+20  6.285511E+11  9.977612E+20  5.000000E-01 -2.575717E-14
   3577  3.407864988910E-05  6.000000E+09  6.000000E+09  3.407355E+18  9.975918E+20  6.285521E+11  9.975918E+20  5.000000E-01 -2.575717E-14
   3578  3.409758078845E-05  6.000000E+09  6.000000E+09  3.407373E+18  9.971094E+20  6.285547E+11  9.971094E+20  5.000000E-01 -2.597922E-14
   3579  3.410346510842E-05  6.000000E+09  6.000000E+09  3.407379E+18  9.969512E+20  6.285555E+11  9.969512E+20  5.000000E-01 -2.620126E-14
   3580  3.410750085108E-05  6.000000E+09  6.000000E+09  3.407383E+18  9.968379E+20  6.285561E+11  9.968379E+20  5.000000E-01 -2.597922E-14
   3581  3.411967268172E-05  6.000000E+09  6.000000E+09  3.407395E+18  9.965319E+20  6.285578E+11  9.965319E+20  5.000000E-01 -2.664535E-14
   3582  3.412661606833E-05  6.000000E+09  6.000000E+09  3.407402E+18  9.963627E+20  6.285587E+11  9.963627E+20  5.000000E-01 -2.708944E-14
   3583  3.414556166086E-05  6.000000E+09  6.000000E+09  3.407421E+18  9.958811E+20  6.285613E+11  9.958811E+20  5.000000E-01 -2.731149E-14
   3584  3.415145207253E-05  6.000000E+09  6.000000E+09  3.407427E+18  9.957230E+20  6.285622E+11  9.957230E+20  5.000000E-01 -2.708944E-14
   3585  3.415549066024E-05  6.000000E+09  6.000000E+09  3.407431E+18  9.956099E+20  6.285627E+11  9.956099E+20  5.000000E-01 -2.708944E-14
   3586  3.416767177713E-05  6.000000E+09  6.000000E+09  3.407443E+18  9.953043E+20  6.285644E+11  9.953043E+20  5.000000E-01 -2.731149E-14
   3587  3.417462046358E-05  6.000000E+09  6.000000E+09  3.407450E+18  9.951353E+20  6.285653E+11  9.951353E+20  5.000000E-01 -2.775558E-14
   3588  3.419358084865E-05  6.000000E+09  6.000000E+09  3.407469E+18  9.946544E+20  6.285680E+11  9.946544E+20  5.000000E-01 -2.797762E-14
   3589  3.419947739344E-05  6.000000E+09  6.000000E+09  3.407475E+18  9.944965E+20  6.285688E+11  9.944965E+20  5.000000E-01 -2.842171E-14
   3590  3.420351884823E-05  6.000000E+09  6.000000E+09  3.407479E+18  9.943835E+20  6.285693E+11  9.943835E+20  5.000000E-01 -2.842171E-14
   3591  3.421570932702E-05  6.000000E+09  6.000000E+09  3.407491E+18  9.940784E+20  6.285710E+11  9.940784E+20  5.000000E-01 -2.886580E-14
   3592  3.422266335236E-05  6.000000E+09  6.000000E+09  3.407498E+18  9.939096E+20  6.285720E+11  9.939096E+20  5.000000E-01 -2.908784E-14
   3593  3.424163865636E-05  6.000000E+09  6.000000E+09  3.407517E+18  9.934294E+20  6.285746E+11  9.934294E+20  5.000000E-01 -2.797762E-14
   3594  3.424754138731E-05  6.000000E+09  6.000000E+09  3.407523E+18  9.932718E+20  6.285754E+11  9.932718E+20  5.000000E-01 -2.797762E-14
   3595  3.425158573483E-05  6.000000E+09  6.000000E+09  3.407527E+18  9.931589E+20  6.285759E+11  9.931589E+20  5.000000E-01 -2.797762E-14
   3596  3.426378566251E-05  6.000000E+09  6.000000E+09  3.407539E+18  9.928542E+20  6.285776E+11  9.928542E+20  5.000000E-01 -2.775558E-14
   3597  3.427074507062E-05  6.000000E+09  6.000000E+09  3.407546E+18  9.926857E+20  6.285786E+11  9.926857E+20  5.000000E-01 -2.797762E-14
   3598  3.428973542447E-05  6.000000E+09  6.000000E+09  3.407565E+18  9.922061E+20  6.285812E+11  9.922061E+20  5.000000E-01 -2.775558E-14
   3599  3.429564439207E-05  6.000000E+09  6.000000E+09  3.407570E+18  9.920486E+20  6.285820E+11  9.920486E+20  5.000000E-01 -2.797762E-14
   3600  3.429969165720E-05  6.000000E+09  6.000000E+09  3.407574E+18  9.919360E+20  6.285826E+11  9.919360E+20  5.000000E-01 -2.819966E-14
   3601  3.431190111273E-05  6.000000E+09  6.000000E+09  3.407587E+18  9.916317E+20  6.285842E+11  9.916317E+20  5.000000E-01 -2.797762E-14
   3602  3.431886594474E-05  6.000000E+09  6.000000E+09  3.407593E+18  9.914634E+20  6.285852E+11  9.914634E+20  5.000000E-01 -2.819966E-14
   3603  3.433787145231E-05  6.000000E+09  6.000000E+09  3.407612E+18  9.909845E+20  6.285878E+11  9.909845E+20  5.000000E-01 -2.864375E-14
   3604  3.434378670421E-05  6.000000E+09  6.000000E+09  3.407618E+18  9.908272E+20  6.285886E+11  9.908272E+20  5.000000E-01 -2.864375E-14
   3605  3.434783691101E-05  6.000000E+09  6.000000E+09  3.407622E+18  9.907147E+20  6.285892E+11  9.907147E+20  5.000000E-01 -2.908784E-14
   3606  3.436005596975E-05  6.000000E+09  6.000000E+09  3.407634E+18  9.904108E+20  6.285909E+11  9.904108E+20  5.000000E-01 -2.930989E-14
   3607  3.436702626449E-05  6.000000E+09  6.000000E+09  3.407641E+18  9.902428E+20  6.285918E+11  9.902428E+20  5.000000E-01 -2.908784E-14
   3608  3.438604701823E-05  6.000000E+09  6.000000E+09  3.407660E+18  9.897646E+20  6.285944E+11  9.897645E+20  5.000000E-01 -2.930989E-14
   3609  3.439196859335E-05  6.000000E+09  6.000000E+09  3.407666E+18  9.896075E+20  6.285952E+11  9.896075E+20  5.000000E-01 -2.930989E-14
   3610  3.439602176159E-05  6.000000E+09  6.000000E+09  3.407670E+18  9.894951E+20  6.285958E+11  9.894951E+20  5.000000E-01 -2.886580E-14
   3611  3.440825050405E-05  6.000000E+09  6.000000E+09  3.407682E+18  9.891917E+20  6.285975E+11  9.891917E+20  5.000000E-01 -2.953193E-14
   3612  3.441522630271E-05  6.000000E+09  6.000000E+09  3.407689E+18  9.890239E+20  6.285984E+11  9.890239E+20  5.000000E-01 -2.953193E-14
   3613  3.443426245169E-05  6.000000E+09  6.000000E+09  3.407708E+18  9.885463E+20  6.286010E+11  9.885463E+20  5.000000E-01 -2.975398E-14
   3614  3.444019040915E-05  6.000000E+09  6.000000E+09  3.407714E+18  9.883894E+20  6.286019E+11  9.883894E+20  5.000000E-01 -2.930989E-14
   3615  3.444424656814E-05  6.000000E+09  6.000000E+09  3.407718E+18  9.882772E+20  6.286024E+11  9.882772E+20  5.000000E-01 -2.908784E-14
   3616  3.445648506497E-05  6.000000E+09  6.000000E+09  3.407730E+18  9.879742E+20  6.286041E+11  9.879742E+20  5.000000E-01 -2.930989E-14
   3617  3.446346640489E-05  6.000000E+09  6.000000E+09  3.407737E+18  9.878066E+20  6.286050E+11  9.878066E+20  5.000000E-01 -2.886580E-14
   3618  3.448251803149E-05  6.000000E+09  6.000000E+09  3.407755E+18  9.873296E+20  6.286077E+11  9.873296E+20  5.000000E-01 -2.842171E-14
   3619  3.448845241151E-05  6.000000E+09  6.000000E+09  3.407761E+18  9.871729E+20  6.286085E+11  9.871729E+20  5.000000E-01 -2.842171E-14
   3620  3.449251158053E-05  6.000000E+09  6.000000E+09  3.407765E+18  9.870609E+20  6.286090E+11  9.870609E+20  5.000000E-01 -2.864375E-14
   3621  3.450475990969E-05  6.000000E+09  6.000000E+09  3.407777E+18  9.867583E+20  6.286107E+11  9.867583E+20  5.000000E-01 -2.886580E-14
   3622  3.451174683171E-05  6.000000E+09  6.000000E+09  3.407784E+18  9.865910E+20  6.286117E+11  9.865910E+20  5.000000E-01 -2.842171E-14
   3623  3.453081407826E-05  6.000000E+09  6.000000E+09  3.407803E+18  9.861147E+20  6.286143E+11  9.861147E+20  5.000000E-01 -2.842171E-14
   3624  3.453675493843E-05  6.000000E+09  6.000000E+09  3.407809E+18  9.859581E+20  6.286151E+11  9.859581E+20  5.000000E-01 -2.842171E-14
   3625  3.454081714995E-05  6.000000E+09  6.000000E+09  3.407813E+18  9.858462E+20  6.286156E+11  9.858462E+20  5.000000E-01 -2.797762E-14
   3626  3.455307542797E-05  6.000000E+09  6.000000E+09  3.407825E+18  9.855441E+20  6.286173E+11  9.855441E+20  5.000000E-01 -2.775558E-14
   3627  3.456006799018E-05  6.000000E+09  6.000000E+09  3.407832E+18  9.853770E+20  6.286183E+11  9.853770E+20  5.000000E-01 -2.775558E-14
   3628  3.457914277556E-05  6.000000E+09  6.000000E+09  3.407851E+18  9.849015E+20  6.286209E+11  9.849015E+20  5.000000E-01 -2.842171E-14
   3629  3.458508780965E-05  6.000000E+09  6.000000E+09  3.407857E+18  9.847452E+20  6.286217E+11  9.847452E+20  5.000000E-01 -2.819966E-14
   3630  3.458915213970E-05  6.000000E+09  6.000000E+09  3.407861E+18  9.846335E+20  6.286223E+11  9.846335E+20  5.000000E-01 -2.819966E-14
   3631  3.460141786885E-05  6.000000E+09  6.000000E+09  3.407873E+18  9.843318E+20  6.286239E+11  9.843318E+20  5.000000E-01 -2.753353E-14
   3632  3.460841497265E-05  6.000000E+09  6.000000E+09  3.407879E+18  9.841650E+20  6.286249E+11  9.841650E+20  5.000000E-01 -2.753353E-14
   3633  3.462749348512E-05  6.000000E+09  6.000000E+09  3.407898E+18  9.836905E+20  6.286275E+11  9.836905E+20  5.000000E-01 -2.731149E-14
   3634  3.463344160345E-05  6.000000E+09  6.000000E+09  3.407904E+18  9.835344E+20  6.286283E+11  9.835344E+20  5.000000E-01 -2.753353E-14
   3635  3.463750761796E-05  6.000000E+09  6.000000E+09  3.407908E+18  9.834229E+20  6.286289E+11  9.834229E+20  5.000000E-01 -2.775558E-14
   3636  3.464977965438E-05  6.000000E+09  6.000000E+09  3.407920E+18  9.831217E+20  6.286305E+11  9.831217E+20  5.000000E-01 -2.753353E-14
   3637  3.465678079801E-05  6.000000E+09  6.000000E+09  3.407927E+18  9.829551E+20  6.286315E+11  9.829551E+20  5.000000E-01 -2.753353E-14
   3638  3.467586274702E-05  6.000000E+09  6.000000E+09  3.407946E+18  9.824816E+20  6.286341E+11  9.824816E+20  5.000000E-01 -2.708944E-14
   3639  3.468181386749E-05  6.000000E+09  6.000000E+09  3.407952E+18  9.823258E+20  6.286349E+11  9.823258E+20  5.000000E-01 -2.753353E-14
   3640  3.468588153474E-05  6.000000E+09  6.000000E+09  3.407956E+18  9.822145E+20  6.286355E+11  9.822145E+20  5.000000E-01 -2.664535E-14
   3641  3.469815979955E-05  6.000000E+09  6.000000E+09  3.407968E+18  9.819138E+20  6.286371E+11  9.819138E+20  5.000000E-01 -2.664535E-14
   3642  3.470516495007E-05  6.000000E+09  6.000000E+09  3.407975E+18  9.817475E+20  6.286381E+11  9.817475E+20  5.000000E-01 -2.664535E-14
   3643  3.472425035824E-05  6.000000E+09  6.000000E+09  3.407993E+18  9.812749E+20  6.286407E+11  9.812749E+20  5.000000E-01 -2.620126E-14
   3644  3.473020449131E-05  6.000000E+09  6.000000E+09  3.407999E+18  9.811194E+20  6.286415E+11  9.811194E+20  5.000000E-01 -2.620126E-14
   3645  3.473427381821E-05  6.000000E+09  6.000000E+09  3.408003E+18  9.810082E+20  6.286421E+11  9.810082E+20  5.000000E-01 -2.575717E-14
   3646  3.474655834282E-05  6.000000E+09  6.000000E+09  3.408015E+18  9.807081E+20  6.286437E+11  9.807081E+20  5.000000E-01 -2.531308E-14
   3647  3.475356751748E-05  6.000000E+09  6.000000E+09  3.408022E+18  9.805420E+20  6.286447E+11  9.805420E+20  5.000000E-01 -2.486900E-14
   3648  3.477265641710E-05  6.000000E+09  6.000000E+09  3.408041E+18  9.800704E+20  6.286473E+11  9.800704E+20  5.000000E-01 -2.553513E-14
   3649  3.477861357436E-05  6.000000E+09  6.000000E+09  3.408047E+18  9.799151E+20  6.286481E+11  9.799151E+20  5.000000E-01 -2.553513E-14
   3650  3.478268456685E-05  6.000000E+09  6.000000E+09  3.408051E+18  9.798042E+20  6.286487E+11  9.798042E+20  5.000000E-01 -2.553513E-14
   3651  3.479497536875E-05  6.000000E+09  6.000000E+09  3.408063E+18  9.795045E+20  6.286503E+11  9.795045E+20  5.000000E-01 -2.597922E-14
