 *                                      
 * hydrostatic:  btemp=  6.000E+09 bden=  6.000E+09
 *          time                temp          den           ener          sdot          sneut         s-snu         ye            1-sum
   6144  4.934757645176E-05  6.000000E+09  6.000000E+09  3.420149E+18  7.072392E+20  6.303972E+11  7.072392E+20  5.000000E-01 -1.110223E-14
   6145  4.935185893415E-05  6.000000E+09  6.000000E+09  3.420152E+18  7.071724E+20  6.303977E+11  7.071724E+20  5.000000E-01 -1.110223E-14
   6146  4.935512756599E-05  6.000000E+09  6.000000E+09  3.420155E+18  7.071221E+20  6.303980E+11  7.071221E+20  5.000000E-01 -1.110223E-14
   6147  4.935775088345E-05  6.000000E+09  6.000000E+09  3.420156E+18  7.070969E+20  6.303983E+11  7.070969E+20  5.000000E-01 -1.110223E-14
   6148  4.936753834905E-05  6.000000E+09  6.000000E+09  3.420163E+18  7.069505E+20  6.303993E+11  7.069505E+20  5.000000E-01 -1.154632E-14
   6149  4.937375674647E-05  6.000000E+09  6.000000E+09  3.420168E+18  7.068707E+20  6.304000E+11  7.068707E+20  5.000000E-01 -1.199041E-14
   6150  4.939164530117E-05  6.000000E+09  6.000000E+09  3.420180E+18  7.066221E+20  6.304019E+11  7.066221E+20  5.000000E-01 -1.243450E-14
   6151  4.939778477712E-05  6.000000E+09  6.000000E+09  3.420185E+18  7.065323E+20  6.304025E+11  7.065323E+20  5.000000E-01 -1.221245E-14
   6152  4.940391857826E-05  6.000000E+09  6.000000E+09  3.420189E+18  7.064460E+20  6.304032E+11  7.064460E+20  5.000000E-01 -1.199041E-14
   6153  4.940820131144E-05  6.000000E+09  6.000000E+09  3.420192E+18  7.063793E+20  6.304037E+11  7.063793E+20  5.000000E-01 -1.199041E-14
   6154  4.941147073807E-05  6.000000E+09  6.000000E+09  3.420194E+18  7.063291E+20  6.304040E+11  7.063291E+20  5.000000E-01 -1.221245E-14
   6155  4.941409488654E-05  6.000000E+09  6.000000E+09  3.420196E+18  7.063039E+20  6.304043E+11  7.063039E+20  5.000000E-01 -1.199041E-14
   6156  4.942388508708E-05  6.000000E+09  6.000000E+09  3.420203E+18  7.061577E+20  6.304053E+11  7.061577E+20  5.000000E-01 -1.243450E-14
   6157  4.943010622522E-05  6.000000E+09  6.000000E+09  3.420208E+18  7.060780E+20  6.304060E+11  7.060780E+20  5.000000E-01 -1.199041E-14
   6158  4.944800318877E-05  6.000000E+09  6.000000E+09  3.420220E+18  7.058298E+20  6.304079E+11  7.058298E+20  5.000000E-01 -1.199041E-14
   6159  4.945414733292E-05  6.000000E+09  6.000000E+09  3.420225E+18  7.057401E+20  6.304085E+11  7.057401E+20  5.000000E-01 -1.176836E-14
   6160  4.946028554929E-05  6.000000E+09  6.000000E+09  3.420229E+18  7.056539E+20  6.304092E+11  7.056539E+20  5.000000E-01 -1.154632E-14
   6161  4.946457082127E-05  6.000000E+09  6.000000E+09  3.420232E+18  7.055873E+20  6.304096E+11  7.055873E+20  5.000000E-01 -1.154632E-14
   6162  4.946784271144E-05  6.000000E+09  6.000000E+09  3.420234E+18  7.055372E+20  6.304100E+11  7.055372E+20  5.000000E-01 -1.154632E-14
   6163  4.947046861879E-05  6.000000E+09  6.000000E+09  3.420236E+18  7.055120E+20  6.304103E+11  7.055120E+20  5.000000E-01 -1.199041E-14
   6164  4.948026327547E-05  6.000000E+09  6.000000E+09  3.420243E+18  7.053661E+20  6.304113E+11  7.053661E+20  5.000000E-01 -1.243450E-14
   6165  4.948648818402E-05  6.000000E+09  6.000000E+09  3.420247E+18  7.052865E+20  6.304120E+11  7.052865E+20  5.000000E-01 -1.243450E-14
   6166  4.950439599343E-05  6.000000E+09  6.000000E+09  3.420260E+18  7.050386E+20  6.304139E+11  7.050386E+20  5.000000E-01 -1.221245E-14
   6167  4.951054561138E-05  6.000000E+09  6.000000E+09  3.420264E+18  7.049490E+20  6.304145E+11  7.049490E+20  5.000000E-01 -1.199041E-14
   6168  4.951668891778E-05  6.000000E+09  6.000000E+09  3.420269E+18  7.048629E+20  6.304152E+11  7.048629E+20  5.000000E-01 -1.199041E-14
   6169  4.953440709116E-05  6.000000E+09  6.000000E+09  3.420281E+18  7.046179E+20  6.304170E+11  7.046179E+20  5.000000E-01 -1.199041E-14
   6170  4.954049638735E-05  6.000000E+09  6.000000E+09  3.420285E+18  7.045293E+20  6.304177E+11  7.045293E+20  5.000000E-01 -1.243450E-14
   6171  4.954476000922E-05  6.000000E+09  6.000000E+09  3.420288E+18  7.044632E+20  6.304181E+11  7.044632E+20  5.000000E-01 -1.287859E-14
   6172  4.954801699992E-05  6.000000E+09  6.000000E+09  3.420291E+18  7.044134E+20  6.304185E+11  7.044134E+20  5.000000E-01 -1.310063E-14
   6173  4.955063521022E-05  6.000000E+09  6.000000E+09  3.420293E+18  7.043884E+20  6.304188E+11  7.043884E+20  5.000000E-01 -1.287859E-14
   6174  4.956041731318E-05  6.000000E+09  6.000000E+09  3.420300E+18  7.042431E+20  6.304198E+11  7.042431E+20  5.000000E-01 -1.287859E-14
   6175  4.956663631680E-05  6.000000E+09  6.000000E+09  3.420304E+18  7.041638E+20  6.304204E+11  7.041638E+20  5.000000E-01 -1.310063E-14
   6176  4.958453304368E-05  6.000000E+09  6.000000E+09  3.420316E+18  7.039168E+20  6.304223E+11  7.039168E+20  5.000000E-01 -1.287859E-14
   6177  4.959068178878E-05  6.000000E+09  6.000000E+09  3.420321E+18  7.038274E+20  6.304230E+11  7.038274E+20  5.000000E-01 -1.332268E-14
   6178  4.959682532488E-05  6.000000E+09  6.000000E+09  3.420325E+18  7.037416E+20  6.304236E+11  7.037416E+20  5.000000E-01 -1.310063E-14
   6179  4.961454678123E-05  6.000000E+09  6.000000E+09  3.420338E+18  7.034972E+20  6.304255E+11  7.034972E+20  5.000000E-01 -1.287859E-14
   6180  4.962063980992E-05  6.000000E+09  6.000000E+09  3.420342E+18  7.034087E+20  6.304262E+11  7.034087E+20  5.000000E-01 -1.310063E-14
   6181  4.962490585919E-05  6.000000E+09  6.000000E+09  3.420345E+18  7.033428E+20  6.304266E+11  7.033428E+20  5.000000E-01 -1.287859E-14
   6182  4.962816547295E-05  6.000000E+09  6.000000E+09  3.420347E+18  7.032932E+20  6.304270E+11  7.032932E+20  5.000000E-01 -1.310063E-14
   6183  4.963078568734E-05  6.000000E+09  6.000000E+09  3.420349E+18  7.032682E+20  6.304272E+11  7.032682E+20  5.000000E-01 -1.310063E-14
   6184  4.964057319126E-05  6.000000E+09  6.000000E+09  3.420356E+18  7.031232E+20  6.304283E+11  7.031232E+20  5.000000E-01 -1.287859E-14
   6185  4.964679699187E-05  6.000000E+09  6.000000E+09  3.420360E+18  7.030441E+20  6.304289E+11  7.030441E+20  5.000000E-01 -1.243450E-14
   6186  4.966470780063E-05  6.000000E+09  6.000000E+09  3.420373E+18  7.027975E+20  6.304308E+11  7.027975E+20  5.000000E-01 -1.265654E-14
   6187  4.967086390080E-05  6.000000E+09  6.000000E+09  3.420377E+18  7.027083E+20  6.304315E+11  7.027083E+20  5.000000E-01 -1.265654E-14
   6188  4.967701431933E-05  6.000000E+09  6.000000E+09  3.420382E+18  7.026226E+20  6.304321E+11  7.026226E+20  5.000000E-01 -1.287859E-14
   6189  4.969475453588E-05  6.000000E+09  6.000000E+09  3.420394E+18  7.023786E+20  6.304340E+11  7.023786E+20  5.000000E-01 -1.265654E-14
   6190  4.970085627868E-05  6.000000E+09  6.000000E+09  3.420398E+18  7.022903E+20  6.304346E+11  7.022903E+20  5.000000E-01 -1.243450E-14
   6191  4.970512702902E-05  6.000000E+09  6.000000E+09  3.420401E+18  7.022245E+20  6.304351E+11  7.022245E+20  5.000000E-01 -1.287859E-14
   6192  4.970839092664E-05  6.000000E+09  6.000000E+09  3.420404E+18  7.021749E+20  6.304354E+11  7.021749E+20  5.000000E-01 -1.332268E-14
   6193  4.971101406690E-05  6.000000E+09  6.000000E+09  3.420405E+18  7.021500E+20  6.304357E+11  7.021500E+20  5.000000E-01 -1.287859E-14
   6194  4.972080868925E-05  6.000000E+09  6.000000E+09  3.420412E+18  7.020052E+20  6.304368E+11  7.020052E+20  5.000000E-01 -1.332268E-14
   6195  4.972703831827E-05  6.000000E+09  6.000000E+09  3.420417E+18  7.019263E+20  6.304374E+11  7.019263E+20  5.000000E-01 -1.287859E-14
   6196  4.974496566444E-05  6.000000E+09  6.000000E+09  3.420429E+18  7.016801E+20  6.304393E+11  7.016801E+20  5.000000E-01 -1.265654E-14
   6197  4.975112994297E-05  6.000000E+09  6.000000E+09  3.420434E+18  7.015910E+20  6.304400E+11  7.015910E+20  5.000000E-01 -1.265654E-14
   6198  4.975728792281E-05  6.000000E+09  6.000000E+09  3.420438E+18  7.015054E+20  6.304406E+11  7.015054E+20  5.000000E-01 -1.243450E-14
   6199  4.977504847956E-05  6.000000E+09  6.000000E+09  3.420450E+18  7.012619E+20  6.304425E+11  7.012619E+20  5.000000E-01 -1.243450E-14
   6200  4.978115947512E-05  6.000000E+09  6.000000E+09  3.420455E+18  7.011737E+20  6.304431E+11  7.011737E+20  5.000000E-01 -1.199041E-14
   6201  4.978543518180E-05  6.000000E+09  6.000000E+09  3.420458E+18  7.011079E+20  6.304436E+11  7.011079E+20  5.000000E-01 -1.176836E-14
   6202  4.978870355594E-05  6.000000E+09  6.000000E+09  3.420460E+18  7.010584E+20  6.304439E+11  7.010584E+20  5.000000E-01 -1.199041E-14
   6203  4.979132973519E-05  6.000000E+09  6.000000E+09  3.420462E+18  7.010335E+20  6.304442E+11  7.010335E+20  5.000000E-01 -1.221245E-14
   6204  4.980113169873E-05  6.000000E+09  6.000000E+09  3.420469E+18  7.008891E+20  6.304452E+11  7.008891E+20  5.000000E-01 -1.221245E-14
   6205  4.980736729478E-05  6.000000E+09  6.000000E+09  3.420473E+18  7.008102E+20  6.304459E+11  7.008102E+20  5.000000E-01 -1.221245E-14
   6206  4.982531151636E-05  6.000000E+09  6.000000E+09  3.420486E+18  7.005645E+20  6.304478E+11  7.005645E+20  5.000000E-01 -1.176836E-14
   6207  4.983148410832E-05  6.000000E+09  6.000000E+09  3.420490E+18  7.004756E+20  6.304484E+11  7.004756E+20  5.000000E-01 -1.154632E-14
   6208  4.983764976621E-05  6.000000E+09  6.000000E+09  3.420494E+18  7.003901E+20  6.304491E+11  7.003901E+20  5.000000E-01 -1.154632E-14
   6209  4.985543101937E-05  6.000000E+09  6.000000E+09  3.420507E+18  7.001469E+20  6.304510E+11  7.001469E+20  5.000000E-01 -1.154632E-14
   6210  4.986155141480E-05  6.000000E+09  6.000000E+09  3.420511E+18  7.000588E+20  6.304516E+11  7.000588E+20  5.000000E-01 -1.154632E-14
   6211  4.986583215703E-05  6.000000E+09  6.000000E+09  3.420514E+18  6.999932E+20  6.304521E+11  6.999932E+20  5.000000E-01 -1.154632E-14
   6212  4.986910507697E-05  6.000000E+09  6.000000E+09  3.420516E+18  6.999437E+20  6.304524E+11  6.999437E+20  5.000000E-01 -1.199041E-14
   6213  4.987173434003E-05  6.000000E+09  6.000000E+09  3.420518E+18  6.999189E+20  6.304527E+11  6.999189E+20  5.000000E-01 -1.243450E-14
   6214  4.988154374835E-05  6.000000E+09  6.000000E+09  3.420525E+18  6.997747E+20  6.304537E+11  6.997747E+20  5.000000E-01 -1.243450E-14
   6215  4.988778538027E-05  6.000000E+09  6.000000E+09  3.420529E+18  6.996960E+20  6.304544E+11  6.996960E+20  5.000000E-01 -1.287859E-14
   6216  4.990574666866E-05  6.000000E+09  6.000000E+09  3.420542E+18  6.994507E+20  6.304563E+11  6.994507E+20  5.000000E-01 -1.287859E-14
   6217  4.991192766492E-05  6.000000E+09  6.000000E+09  3.420546E+18  6.993619E+20  6.304569E+11  6.993619E+20  5.000000E-01 -1.287859E-14
   6218  4.991810108029E-05  6.000000E+09  6.000000E+09  3.420551E+18  6.992765E+20  6.304576E+11  6.992765E+20  5.000000E-01 -1.310063E-14
   6219  4.993590318357E-05  6.000000E+09  6.000000E+09  3.420563E+18  6.990338E+20  6.304594E+11  6.990338E+20  5.000000E-01 -1.332268E-14
   6220  4.994203306250E-05  6.000000E+09  6.000000E+09  3.420567E+18  6.989458E+20  6.304601E+11  6.989458E+20  5.000000E-01 -1.332268E-14
   6221  4.994631888514E-05  6.000000E+09  6.000000E+09  3.420570E+18  6.988802E+20  6.304605E+11  6.988802E+20  5.000000E-01 -1.376677E-14
   6222  4.994959639209E-05  6.000000E+09  6.000000E+09  3.420573E+18  6.988308E+20  6.304609E+11  6.988308E+20  5.000000E-01 -1.421085E-14
   6223  4.995222876553E-05  6.000000E+09  6.000000E+09  3.420574E+18  6.988060E+20  6.304612E+11  6.988060E+20  5.000000E-01 -1.376677E-14
   6224  4.996204568179E-05  6.000000E+09  6.000000E+09  3.420581E+18  6.986621E+20  6.304622E+11  6.986621E+20  5.000000E-01 -1.332268E-14
   6225  4.996829339363E-05  6.000000E+09  6.000000E+09  3.420586E+18  6.985836E+20  6.304629E+11  6.985836E+20  5.000000E-01 -1.332268E-14
   6226  4.998627187270E-05  6.000000E+09  6.000000E+09  3.420598E+18  6.983387E+20  6.304647E+11  6.983387E+20  5.000000E-01 -1.287859E-14
   6227  4.999246133949E-05  6.000000E+09  6.000000E+09  3.420602E+18  6.982500E+20  6.304654E+11  6.982500E+20  5.000000E-01 -1.310063E-14
   6228  4.999864260154E-05  6.000000E+09  6.000000E+09  3.420607E+18  6.981648E+20  6.304660E+11  6.981648E+20  5.000000E-01 -1.243450E-14
   6229  5.001646585277E-05  6.000000E+09  6.000000E+09  3.420619E+18  6.979224E+20  6.304679E+11  6.979224E+20  5.000000E-01 -1.265654E-14
   6230  5.002260534116E-05  6.000000E+09  6.000000E+09  3.420624E+18  6.978345E+20  6.304686E+11  6.978345E+20  5.000000E-01 -1.287859E-14
   6231  5.002689631137E-05  6.000000E+09  6.000000E+09  3.420627E+18  6.977690E+20  6.304690E+11  6.977690E+20  5.000000E-01 -1.243450E-14
   6232  5.003017846577E-05  6.000000E+09  6.000000E+09  3.420629E+18  6.977197E+20  6.304694E+11  6.977197E+20  5.000000E-01 -1.176836E-14
   6233  5.003281399196E-05  6.000000E+09  6.000000E+09  3.420631E+18  6.976949E+20  6.304696E+11  6.976949E+20  5.000000E-01 -1.199041E-14
   6234  5.004263851485E-05  6.000000E+09  6.000000E+09  3.420637E+18  6.975513E+20  6.304707E+11  6.975513E+20  5.000000E-01 -1.154632E-14
   6235  5.004889237219E-05  6.000000E+09  6.000000E+09  3.420642E+18  6.974729E+20  6.304713E+11  6.974729E+20  5.000000E-01 -1.088019E-14
   6236  5.006688824758E-05  6.000000E+09  6.000000E+09  3.420654E+18  6.972284E+20  6.304732E+11  6.972284E+20  5.000000E-01 -1.088019E-14
   6237  5.007308627709E-05  6.000000E+09  6.000000E+09  3.420659E+18  6.971399E+20  6.304739E+11  6.971399E+20  5.000000E-01 -1.065814E-14
   6238  5.007927547376E-05  6.000000E+09  6.000000E+09  3.420663E+18  6.970548E+20  6.304745E+11  6.970548E+20  5.000000E-01 -1.088019E-14
   6239  5.009712011581E-05  6.000000E+09  6.000000E+09  3.420675E+18  6.968127E+20  6.304764E+11  6.968127E+20  5.000000E-01 -1.065814E-14
   6240  5.010326932902E-05  6.000000E+09  6.000000E+09  3.420680E+18  6.967249E+20  6.304770E+11  6.967249E+20  5.000000E-01 -1.088019E-14
   6241  5.010941928495E-05  6.000000E+09  6.000000E+09  3.420684E+18  6.966404E+20  6.304777E+11  6.966404E+20  5.000000E-01 -1.110223E-14
   6242  5.012717311491E-05  6.000000E+09  6.000000E+09  3.420696E+18  6.963999E+20  6.304796E+11  6.963999E+20  5.000000E-01 -1.088019E-14
   6243  5.013329376314E-05  6.000000E+09  6.000000E+09  3.420701E+18  6.963126E+20  6.304802E+11  6.963126E+20  5.000000E-01 -1.110223E-14
   6244  5.013757709518E-05  6.000000E+09  6.000000E+09  3.420704E+18  6.962475E+20  6.304807E+11  6.962475E+20  5.000000E-01 -1.176836E-14
   6245  5.014085484025E-05  6.000000E+09  6.000000E+09  3.420706E+18  6.961984E+20  6.304810E+11  6.961984E+20  5.000000E-01 -1.154632E-14
   6246  5.014348867271E-05  6.000000E+09  6.000000E+09  3.420708E+18  6.961738E+20  6.304813E+11  6.961738E+20  5.000000E-01 -1.110223E-14
   6247  5.015331237787E-05  6.000000E+09  6.000000E+09  3.420715E+18  6.960307E+20  6.304823E+11  6.960307E+20  5.000000E-01 -1.110223E-14
   6248  5.015956792962E-05  6.000000E+09  6.000000E+09  3.420719E+18  6.959526E+20  6.304830E+11  6.959526E+20  5.000000E-01 -1.088019E-14
   6249  5.017757172276E-05  6.000000E+09  6.000000E+09  3.420731E+18  6.957090E+20  6.304848E+11  6.957090E+20  5.000000E-01 -1.132427E-14
   6250  5.018377622870E-05  6.000000E+09  6.000000E+09  3.420736E+18  6.956207E+20  6.304855E+11  6.956207E+20  5.000000E-01 -1.154632E-14
   6251  5.018997202511E-05  6.000000E+09  6.000000E+09  3.420740E+18  6.955357E+20  6.304861E+11  6.955357E+20  5.000000E-01 -1.154632E-14
   6252  5.020783594378E-05  6.000000E+09  6.000000E+09  3.420753E+18  6.952943E+20  6.304880E+11  6.952943E+20  5.000000E-01 -1.132427E-14
   6253  5.021399524144E-05  6.000000E+09  6.000000E+09  3.420757E+18  6.952067E+20  6.304887E+11  6.952067E+20  5.000000E-01 -1.110223E-14
   6254  5.022015466047E-05  6.000000E+09  6.000000E+09  3.420761E+18  6.951224E+20  6.304893E+11  6.951224E+20  5.000000E-01 -1.132427E-14
   6255  5.023793437652E-05  6.000000E+09  6.000000E+09  3.420773E+18  6.948824E+20  6.304912E+11  6.948824E+20  5.000000E-01 -1.088019E-14
   6256  5.024406716131E-05  6.000000E+09  6.000000E+09  3.420778E+18  6.947953E+20  6.304918E+11  6.947953E+20  5.000000E-01 -1.065814E-14
   6257  5.024835707549E-05  6.000000E+09  6.000000E+09  3.420781E+18  6.947303E+20  6.304923E+11  6.947303E+20  5.000000E-01 -1.110223E-14
   6258  5.025164084798E-05  6.000000E+09  6.000000E+09  3.420783E+18  6.946814E+20  6.304926E+11  6.946814E+20  5.000000E-01 -1.154632E-14
   6259  5.025427881429E-05  6.000000E+09  6.000000E+09  3.420785E+18  6.946568E+20  6.304929E+11  6.946568E+20  5.000000E-01 -1.154632E-14
   6260  5.026411262074E-05  6.000000E+09  6.000000E+09  3.420792E+18  6.945141E+20  6.304939E+11  6.945141E+20  5.000000E-01 -1.088019E-14
   6261  5.027037641742E-05  6.000000E+09  6.000000E+09  3.420796E+18  6.944361E+20  6.304946E+11  6.944361E+20  5.000000E-01 -1.065814E-14
   6262  5.028840368340E-05  6.000000E+09  6.000000E+09  3.420809E+18  6.941931E+20  6.304965E+11  6.941931E+20  5.000000E-01 -1.065814E-14
   6263  5.029461987364E-05  6.000000E+09  6.000000E+09  3.420813E+18  6.941050E+20  6.304971E+11  6.941050E+20  5.000000E-01 -1.088019E-14
   6264  5.030082652456E-05  6.000000E+09  6.000000E+09  3.420817E+18  6.940202E+20  6.304978E+11  6.940202E+20  5.000000E-01 -1.065814E-14
   6265  5.031871985049E-05  6.000000E+09  6.000000E+09  3.420830E+18  6.937793E+20  6.304996E+11  6.937793E+20  5.000000E-01 -1.021405E-14
   6266  5.032489261113E-05  6.000000E+09  6.000000E+09  3.420834E+18  6.936919E+20  6.305003E+11  6.936919E+20  5.000000E-01 -1.065814E-14
   6267  5.033106426287E-05  6.000000E+09  6.000000E+09  3.420838E+18  6.936077E+20  6.305009E+11  6.936077E+20  5.000000E-01 -1.132427E-14
   6268  5.034887640977E-05  6.000000E+09  6.000000E+09  3.420850E+18  6.933682E+20  6.305028E+11  6.933682E+20  5.000000E-01 -1.110223E-14
   6269  5.035502352501E-05  6.000000E+09  6.000000E+09  3.420855E+18  6.932811E+20  6.305034E+11  6.932811E+20  5.000000E-01 -1.088019E-14
   6270  5.035932104730E-05  6.000000E+09  6.000000E+09  3.420858E+18  6.932163E+20  6.305039E+11  6.932163E+20  5.000000E-01 -1.065814E-14
   6271  5.036261162059E-05  6.000000E+09  6.000000E+09  3.420860E+18  6.931674E+20  6.305042E+11  6.931674E+20  5.000000E-01 -1.065814E-14
   6272  5.036525416585E-05  6.000000E+09  6.000000E+09  3.420862E+18  6.931429E+20  6.305045E+11  6.931429E+20  5.000000E-01 -1.110223E-14
   6273  5.037509894420E-05  6.000000E+09  6.000000E+09  3.420869E+18  6.930005E+20  6.305055E+11  6.930005E+20  5.000000E-01 -1.065814E-14
   6274  5.038137152086E-05  6.000000E+09  6.000000E+09  3.420873E+18  6.929228E+20  6.305062E+11  6.929228E+20  5.000000E-01 -1.021405E-14
   6275  5.039942355025E-05  6.000000E+09  6.000000E+09  3.420885E+18  6.926803E+20  6.305081E+11  6.926803E+20  5.000000E-01 -1.065814E-14
   6276  5.040565190887E-05  6.000000E+09  6.000000E+09  3.420890E+18  6.925924E+20  6.305087E+11  6.925924E+20  5.000000E-01 -1.065814E-14
   6277  5.041186985448E-05  6.000000E+09  6.000000E+09  3.420894E+18  6.925078E+20  6.305094E+11  6.925078E+20  5.000000E-01 -1.065814E-14
   6278  5.042979366920E-05  6.000000E+09  6.000000E+09  3.420907E+18  6.922673E+20  6.305113E+11  6.922673E+20  5.000000E-01 -1.021405E-14
   6279  5.043598031423E-05  6.000000E+09  6.000000E+09  3.420911E+18  6.921800E+20  6.305119E+11  6.921800E+20  5.000000E-01 -9.769963E-15
   6280  5.044216458328E-05  6.000000E+09  6.000000E+09  3.420915E+18  6.920960E+20  6.305126E+11  6.920960E+20  5.000000E-01 -1.043610E-14
   6281  5.046001018688E-05  6.000000E+09  6.000000E+09  3.420927E+18  6.918569E+20  6.305144E+11  6.918569E+20  5.000000E-01 -1.088019E-14
   6282  5.046617204430E-05  6.000000E+09  6.000000E+09  3.420932E+18  6.917700E+20  6.305151E+11  6.917700E+20  5.000000E-01 -1.021405E-14
   6283  5.047233651957E-05  6.000000E+09  6.000000E+09  3.420936E+18  6.916864E+20  6.305157E+11  6.916864E+20  5.000000E-01 -1.021405E-14
   6284  5.049013667914E-05  6.000000E+09  6.000000E+09  3.420948E+18  6.914481E+20  6.305176E+11  6.914481E+20  5.000000E-01 -1.021405E-14
   6285  5.049628464284E-05  6.000000E+09  6.000000E+09  3.420953E+18  6.913615E+20  6.305182E+11  6.913615E+20  5.000000E-01 -9.769963E-15
   6286  5.050058384908E-05  6.000000E+09  6.000000E+09  3.420955E+18  6.912970E+20  6.305187E+11  6.912970E+20  5.000000E-01 -1.021405E-14
   6287  5.050387719304E-05  6.000000E+09  6.000000E+09  3.420958E+18  6.912483E+20  6.305190E+11  6.912483E+20  5.000000E-01 -9.769963E-15
   6288  5.050652227368E-05  6.000000E+09  6.000000E+09  3.420960E+18  6.912239E+20  6.305193E+11  6.912239E+20  5.000000E-01 -9.769963E-15
   6289  5.051637484076E-05  6.000000E+09  6.000000E+09  3.420966E+18  6.910820E+20  6.305203E+11  6.910820E+20  5.000000E-01 -1.021405E-14
   6290  5.052265489318E-05  6.000000E+09  6.000000E+09  3.420971E+18  6.910046E+20  6.305210E+11  6.910046E+20  5.000000E-01 -1.043610E-14
   6291  5.054072973298E-05  6.000000E+09  6.000000E+09  3.420983E+18  6.907629E+20  6.305228E+11  6.907629E+20  5.000000E-01 -1.021405E-14
   6292  5.054697071096E-05  6.000000E+09  6.000000E+09  3.420988E+18  6.906752E+20  6.305235E+11  6.906752E+20  5.000000E-01 -9.992007E-15
   6293  5.055320071776E-05  6.000000E+09  6.000000E+09  3.420992E+18  6.905909E+20  6.305241E+11  6.905909E+20  5.000000E-01 -9.992007E-15
   6294  5.057115797338E-05  6.000000E+09  6.000000E+09  3.421004E+18  6.903511E+20  6.305260E+11  6.903511E+20  5.000000E-01 -9.769963E-15
   6295  5.057736059528E-05  6.000000E+09  6.000000E+09  3.421009E+18  6.902640E+20  6.305267E+11  6.902640E+20  5.000000E-01 -9.547918E-15
   6296  5.058355957503E-05  6.000000E+09  6.000000E+09  3.421013E+18  6.901802E+20  6.305273E+11  6.901802E+20  5.000000E-01 -9.325873E-15
   6297  5.060144460088E-05  6.000000E+09  6.000000E+09  3.421025E+18  6.899417E+20  6.305292E+11  6.899417E+20  5.000000E-01 -1.021405E-14
   6298  5.060762427816E-05  6.000000E+09  6.000000E+09  3.421029E+18  6.898550E+20  6.305298E+11  6.898550E+20  5.000000E-01 -1.021405E-14
   6299  5.061380490835E-05  6.000000E+09  6.000000E+09  3.421034E+18  6.897715E+20  6.305305E+11  6.897715E+20  5.000000E-01 -9.769963E-15
   6300  5.063164778602E-05  6.000000E+09  6.000000E+09  3.421046E+18  6.895338E+20  6.305323E+11  6.895338E+20  5.000000E-01 -1.043610E-14
   6301  5.063781457338E-05  6.000000E+09  6.000000E+09  3.421050E+18  6.894473E+20  6.305330E+11  6.894473E+20  5.000000E-01 -1.021405E-14
   6302  5.064398507952E-05  6.000000E+09  6.000000E+09  3.421054E+18  6.893641E+20  6.305336E+11  6.893641E+20  5.000000E-01 -1.021405E-14
   6303  5.066180523686E-05  6.000000E+09  6.000000E+09  3.421067E+18  6.891270E+20  6.305355E+11  6.891270E+20  5.000000E-01 -1.043610E-14
   6304  5.066796556521E-05  6.000000E+09  6.000000E+09  3.421071E+18  6.890407E+20  6.305361E+11  6.890407E+20  5.000000E-01 -1.043610E-14
   6305  5.067413117409E-05  6.000000E+09  6.000000E+09  3.421075E+18  6.889576E+20  6.305368E+11  6.889576E+20  5.000000E-01 -1.065814E-14
   6306  5.069194083669E-05  6.000000E+09  6.000000E+09  3.421088E+18  6.887209E+20  6.305386E+11  6.887209E+20  5.000000E-01 -1.110223E-14
   6307  5.069809873374E-05  6.000000E+09  6.000000E+09  3.421092E+18  6.886347E+20  6.305392E+11  6.886347E+20  5.000000E-01 -1.110223E-14
   6308  5.070426272762E-05  6.000000E+09  6.000000E+09  3.421096E+18  6.885517E+20  6.305399E+11  6.885517E+20  5.000000E-01 -1.065814E-14
   6309  5.072206963819E-05  6.000000E+09  6.000000E+09  3.421108E+18  6.883153E+20  6.305417E+11  6.883153E+20  5.000000E-01 -1.021405E-14
   6310  5.072822764627E-05  6.000000E+09  6.000000E+09  3.421113E+18  6.882292E+20  6.305424E+11  6.882292E+20  5.000000E-01 -1.021405E-14
   6311  5.073439208715E-05  6.000000E+09  6.000000E+09  3.421117E+18  6.881463E+20  6.305430E+11  6.881463E+20  5.000000E-01 -1.065814E-14
   6312  5.075220105506E-05  6.000000E+09  6.000000E+09  3.421129E+18  6.879100E+20  6.305449E+11  6.879100E+20  5.000000E-01 -1.065814E-14
   6313  5.075836075822E-05  6.000000E+09  6.000000E+09  3.421133E+18  6.878240E+20  6.305455E+11  6.878240E+20  5.000000E-01 -1.065814E-14
   6314  5.076452692784E-05  6.000000E+09  6.000000E+09  3.421137E+18  6.877412E+20  6.305462E+11  6.877412E+20  5.000000E-01 -1.088019E-14
   6315  5.078234100153E-05  6.000000E+09  6.000000E+09  3.421150E+18  6.875051E+20  6.305480E+11  6.875051E+20  5.000000E-01 -1.065814E-14
   6316  5.078850340249E-05  6.000000E+09  6.000000E+09  3.421154E+18  6.874191E+20  6.305487E+11  6.874191E+20  5.000000E-01 -1.065814E-14
   6317  5.079467211321E-05  6.000000E+09  6.000000E+09  3.421158E+18  6.873364E+20  6.305493E+11  6.873364E+20  5.000000E-01 -1.088019E-14
   6318  5.081249319407E-05  6.000000E+09  6.000000E+09  3.421170E+18  6.871004E+20  6.305511E+11  6.871004E+20  5.000000E-01 -1.043610E-14
   6319  5.081865892376E-05  6.000000E+09  6.000000E+09  3.421175E+18  6.870145E+20  6.305518E+11  6.870145E+20  5.000000E-01 -9.992007E-15
